Batsman_Name_clean,total_runs,avg_runs,total_4s,total_6s,total_wickets,total_boundaries,avg_pitchLine,avg_pitchLength,balls_faced,strike_rate,boundary_rate,dot_ball_pct,boundary_ball_ratio,avg_runs_death,avg_runs_middle,avg_runs_powerplay,dismissal_ratio,run_std,consistency_index,avg_vs_left-arm_fast,avg_vs_left-arm_fast-medium,avg_vs_left-arm_medium,"avg_vs_left-arm_medium,slow_left-arm_orthodox",avg_vs_left-arm_medium-fast,avg_vs_left-arm_wrist-spin,avg_vs_legbreak,avg_vs_legbreak_googly,avg_vs_right-arm_fast,avg_vs_right-arm_fast-medium,"avg_vs_right-arm_fast-medium,legbreak","avg_vs_right-arm_fast-medium,legbreak_googly",avg_vs_right-arm_medium,"avg_vs_right-arm_medium,legbreak","avg_vs_right-arm_medium,right-arm_offbreak",avg_vs_right-arm_medium-fast,"avg_vs_right-arm_medium-fast,right-arm_offbreak",avg_vs_right-arm_offbreak,"avg_vs_right-arm_offbreak,legbreak","avg_vs_right-arm_offbreak,legbreak_googly",avg_vs_slow_left-arm_orthodox,avg_runs_day,avg_runs_daynight,avg_runs_night
axar patel,31,1.1071428571428572,3,1,3,4,1.7857142857142858,2.4642857142857144,28,110.71428571428572,0.14285714285714285,,0.14285714285714285,1.1666666666666667,0.7142857142857143,1.2666666666666666,0.10714285714285714,1.5948826896203978,0.6941840739536129,2.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1.105263157894737,0.0,1.1111111111111112
ayaan khan,110,0.9649122807017544,6,3,4,9,1.4824561403508771,1.763157894736842,114,96.49122807017544,0.07894736842105263,,0.07894736842105263,1.7894736842105263,0.8,0.0,0.03508771929824561,1.2686124017467073,0.7606038840305502,0.6666666666666666,0.0,0.75,0.0,0.0,0.0,0.5,1.25,0.4444444444444444,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.7352941176470589,0.0,0.0,1.0555555555555556,0.9565217391304348,0.0,0.9705882352941176
azam khan,0,0.0,0,0,1,0,1.0,2.0,1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
azmatullah omarzai,47,1.0681818181818181,2,2,4,4,1.7272727272727273,2.1363636363636362,44,106.81818181818181,0.09090909090909091,,0.09090909090909091,1.4,0.7,0.5555555555555556,0.09090909090909091,1.4370144643755416,0.7433335581019646,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.8,0.0,2.5,1.875,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4,0.75,0.0,1.1
babar azam,546,1.1543340380549683,47,8,15,55,1.5560253699788584,2.1966173361522197,473,115.43340380549682,0.11627906976744186,,0.11627906976744186,1.5454545454545454,1.3458333333333334,0.8957345971563981,0.03171247357293869,1.338584516131218,0.8623535994855424,1.3,0.8809523809523809,0.0,0.0,0.9583333333333334,0.0,1.3928571428571428,1.0,1.290909090909091,1.06,0.0,0.0,1.1590909090909092,1.7142857142857142,0.0,1.1886792452830188,0.0,0.8928571428571429,1.5,0.0,1.2626262626262625,1.016260162601626,0.8,1.208695652173913
babar hayat,27,1.08,4,0,3,4,2.16,2.32,25,108.0,0.16,,0.16,0.0,0.8333333333333334,1.1578947368421053,0.12,1.4410644214144859,0.7494455032720999,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.0,0.75,1.3846153846153846
barry mccarthy,44,1.0476190476190477,1,2,3,3,1.619047619047619,2.357142857142857,42,104.76190476190477,0.07142857142857142,,0.07142857142857142,1.3125,0.2,0.0,0.07142857142857142,1.4808102751020642,0.7074629057959064,0.0,1.4285714285714286,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.4705882352941178,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.6428571428571429,1.0,1.3043478260869565
bas de leede,120,0.7643312101910829,9,1,8,10,1.6624203821656052,2.229299363057325,157,76.43312101910828,0.06369426751592357,,0.06369426751592357,0.9666666666666667,0.8596491228070176,0.6,0.050955414012738856,1.1159687489221919,0.6849031624103405,0.3333333333333333,0.8461538461538461,0.0,0.0,0.9,0.0,0.7142857142857143,0.0,0.38235294117647056,1.0,0.0,0.0,1.2,1.4,0.0,0.9047619047619048,0.0,1.2,0.0,1.0,0.6428571428571429,0.6727272727272727,0.8947368421052632,0.7111111111111111
basil hameed,25,1.25,2,2,2,4,1.85,2.8,20,125.0,0.2,,0.2,1.4705882352941178,0.0,0.0,0.1,2.0742785683093214,0.602618865411105,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
ben cooper,31,1.24,5,0,3,5,1.48,2.12,25,124.0,0.2,,0.2,0.0,1.0,1.4285714285714286,0.12,1.5077577170531524,0.8224127547566265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.375,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333,1.2222222222222223
ben shikongo,0,0.0,0,0,1,0,1.5,0.75,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ben stokes,178,1.2447552447552448,12,4,9,16,1.2867132867132867,2.4755244755244754,143,124.47552447552448,0.11188811188811189,,0.11188811188811189,1.608695652173913,1.0704225352112675,1.0769230769230769,0.06293706293706294,1.4103080435497672,0.8826116874512687,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.8636363636363636,1.3333333333333333,1.1428571428571428,1.48,0.0,0.0,1.5555555555555556,0.0,0.0,1.6,0.0,1.3448275862068966,0.0,0.0,0.0,0.0,0.8235294117647058,1.3015873015873016
ben white,3,0.75,0,0,1,0,1.5,1.75,4,75.0,0.0,,0.0,1.0,0.5,0.0,0.25,0.5,1.499997000006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
bernard scholtz,13,0.65,0,0,2,0,2.0,1.95,20,65.0,0.0,,0.0,0.7222222222222222,0.0,0.0,0.1,0.7451598203705946,0.8722949224259163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.6,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2
bhanuka rajapaksa,298,1.3423423423423424,27,10,11,37,1.4774774774774775,2.234234234234234,222,134.23423423423424,0.16666666666666666,,0.16666666666666666,1.453125,1.3257575757575757,1.1538461538461537,0.04954954954954955,1.580397426936589,0.8493695763443087,1.0833333333333333,1.037037037037037,0.0,0.0,1.1428571428571428,0.0,1.2,0.8181818181818182,1.2857142857142858,1.5555555555555556,0.0,0.0,2.6666666666666665,1.6666666666666667,0.0,1.7586206896551724,0.0,1.1923076923076923,1.4285714285714286,0.0,1.3333333333333333,1.4487179487179487,1.1944444444444444,1.3148148148148149
bhuvneshwar kumar,11,1.1,0,0,0,0,1.2,2.1,10,110.00000000000001,0.0,,0.0,1.1,0.0,0.0,0.0,0.7378647873726218,1.4907860193882396,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
bilal hassan,9,0.5625,1,0,1,1,2.125,2.375,16,56.25,0.0625,,0.0625,0.4,0.6363636363636364,0.0,0.0625,1.0935416468216166,0.514383231083769,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625
bilal khan,4,0.5714285714285714,0,0,1,0,1.4285714285714286,1.2857142857142858,7,57.14285714285714,0.0,,0.0,0.6,0.5,0.0,0.14285714285714285,0.5345224838248488,1.069042967653439,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
blessing muzarabani,3,0.25,0,0,1,0,1.8333333333333333,1.75,12,25.0,0.0,,0.0,0.25,0.0,0.0,0.08333333333333333,0.4522670168666455,0.5527695761730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666
brad evans,23,1.2777777777777777,0,1,2,1,1.2222222222222223,2.4444444444444446,18,127.77777777777777,0.05555555555555555,,0.05555555555555555,1.3333333333333333,1.0,0.0,0.1111111111111111,1.4061024795535124,0.9087366586871098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.3125
brad wheal,3,0.5,0,0,1,0,1.1666666666666667,1.0,6,50.0,0.0,,0.0,0.6,0.0,0.0,0.16666666666666666,0.5477225575051661,0.9128692625116531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
brandon glover,0,0.0,0,0,2,0,2.0,3.3333333333333335,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandon king,134,1.2293577981651376,17,2,4,19,1.6697247706422018,2.1743119266055047,109,122.93577981651376,0.1743119266055046,,0.1743119266055046,1.1333333333333333,1.0444444444444445,1.4285714285714286,0.03669724770642202,1.5008209329053745,0.8191230226661723,0.0,0.875,1.7,0.0,0.0,0.0,0.0,0.7,0.3333333333333333,1.56,0.0,0.0,2.25,0.0,0.0,1.44,0.0,0.3,0.0,1.1428571428571428,1.0,1.32,1.2575757575757576,1.0
brandon mcmullen,81,1.653061224489796,11,2,1,13,1.7346938775510203,1.6326530612244898,49,165.3061224489796,0.2653061224489796,,0.2653061224489796,0.0,2.032258064516129,1.0,0.02040816326530612,1.7859523650814815,0.9255903635615802,0.0,0.0,1.3333333333333333,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.16666666666666666,0.0,1.6,0.0,2.125,2.0,1.653061224489796,0.0,0.0
brian masaba,3,0.42857142857142855,0,0,2,0,1.8571428571428572,1.8571428571428572,7,42.857142857142854,0.0,,0.0,0.5,0.4,0.0,0.2857142857142857,0.5345224838248488,0.8017822257400793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.42857142857142855
calum macleod,98,0.8305084745762712,6,0,9,6,1.6271186440677967,2.110169491525424,118,83.05084745762711,0.05084745762711865,,0.05084745762711865,1.0416666666666667,0.797752808988764,0.4,0.07627118644067797,0.9545669331388436,0.8700360086949122,0.5714285714285714,1.4615384615384615,1.6666666666666667,0.0,0.0,0.0,1.0,0.5,0.5454545454545454,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.6,0.8571428571428571,0.0,0.8125,0.875,1.3888888888888888,0.6842105263157895
cameron green,3,1.5,0,0,1,0,2.0,3.0,2,150.0,0.0,,0.0,0.0,0.0,1.5,0.5,2.1213203435596424,0.7071064478533713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.5
carlos brathwaite,55,2.037037037037037,0,7,1,7,1.5555555555555556,1.7407407407407407,27,203.70370370370372,0.25925925925925924,,0.25925925925925924,2.037037037037037,0.0,0.0,0.037037037037037035,2.4413344629759273,0.8343945631109375,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.2222222222222223,0.0,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.05
chad soper,56,0.8615384615384616,2,2,6,4,1.5846153846153845,1.6307692307692307,65,86.15384615384616,0.06153846153846154,,0.06153846153846154,1.2608695652173914,0.75,0.3,0.09230769230769231,1.3564305533840817,0.6351507080390896,0.0,0.5,0.0,0.0,0.0,0.2857142857142857,0.0,0.9090909090909091,1.0,1.5714285714285714,0.0,0.5,0.0,0.0,0.0,0.7333333333333333,0.0,1.125,0.0,0.0,0.8,1.1875,0.0,0.5454545454545454
chamara kapugedera,57,0.9661016949152542,4,1,3,5,1.9322033898305084,2.389830508474576,59,96.61016949152543,0.0847457627118644,,0.0847457627118644,0.0,0.9387755102040817,1.1,0.05084745762711865,1.2172056989752258,0.7937038924684046,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.4,1.2857142857142858,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9661016949152542
chamika karunaratne,62,1.0333333333333334,4,0,8,4,1.7,2.1,60,103.33333333333334,0.06666666666666667,,0.06666666666666667,1.2045454545454546,0.625,0.5,0.13333333333333333,1.2482756468006098,0.8278079510514069,2.2857142857142856,0.5555555555555556,0.0,0.0,0.0,0.0,0.2,0.0,1.1111111111111112,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.5,1.2727272727272727,0.7,1.0512820512820513
charith asalanka,417,1.3238095238095238,32,12,12,44,1.5873015873015872,2.1777777777777776,315,132.38095238095238,0.13968253968253969,,0.13968253968253969,1.5714285714285714,1.2395833333333333,1.3950617283950617,0.0380952380952381,1.5215766929054495,0.8700242715057896,0.6,1.3157894736842106,0.0,0.0,0.6666666666666666,0.5,0.0,1.125,1.5454545454545454,1.1891891891891893,0.0,0.0,1.6774193548387097,0.0,0.0,1.1481481481481481,0.0,1.3829787234042554,0.0,1.0,1.4038461538461537,1.44,1.1851851851851851,1.2720588235294117
charles amini,57,1.0961538461538463,4,1,2,5,1.6346153846153846,2.1923076923076925,52,109.61538461538463,0.09615384615384616,,0.09615384615384616,0.0,0.8285714285714286,1.6470588235294117,0.038461538461538464,1.287338269067041,0.8514879274585088,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.75,0.0,0.5714285714285714,0.3333333333333333,0.0,0.0,1.625,0.0,0.3333333333333333,0.0,1.3,0.75,1.1777777777777778,0.0,0.5714285714285714
chirag suri,17,0.6296296296296297,2,0,1,2,1.2962962962962963,2.259259259259259,27,62.96296296296296,0.07407407407407407,,0.07407407407407407,0.0,0.5,0.64,0.037037037037037035,1.0794638322992416,0.5832794277220957,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.6296296296296297
chris gayle,172,1.4956521739130435,11,14,8,25,1.4608695652173913,2.1478260869565218,115,149.56521739130434,0.21739130434782608,,0.21739130434782608,1.8235294117647058,2.0,1.0833333333333333,0.06956521739130435,2.0535545266063018,0.7283232201589176,0.6363636363636364,2.0588235294117645,0.0,0.0,0.7142857142857143,2.6666666666666665,2.5,0.0,1.1428571428571428,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7826086956521738,2.0,0.0,0.3333333333333333,1.0588235294117647,0.0,1.6790123456790123
chris greaves,135,1.062992125984252,9,2,6,11,1.6771653543307086,2.1968503937007875,127,106.29921259842521,0.08661417322834646,,0.08661417322834646,1.0933333333333333,1.04,0.5,0.047244094488188976,1.2894445186219432,0.8243792472289124,0.75,0.8888888888888888,1.0,0.0,1.0,0.0,1.0,1.1666666666666667,1.411764705882353,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.173913043478261,0.0,0.0,1.4285714285714286,1.0,1.5454545454545454,1.02
chris jordan,40,1.0256410256410255,4,0,3,4,1.8205128205128205,1.9487179487179487,39,102.56410256410255,0.10256410256410256,,0.10256410256410256,1.0555555555555556,1.0,0.0,0.07692307692307693,1.3472619306770128,0.7612775519071329,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.5,1.3,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.6666666666666666,1.0526315789473684,1.0588235294117647
chris morris,16,0.9411764705882353,2,0,1,2,1.7647058823529411,1.4705882352941178,17,94.11764705882352,0.11764705882352941,,0.11764705882352941,0.9411764705882353,0.0,0.0,0.058823529411764705,1.2976222599091636,0.7253079531374305,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353
chris woakes,12,2.0,1,1,1,2,1.8333333333333333,3.1666666666666665,6,200.0,0.3333333333333333,,0.3333333333333333,2.0,0.0,0.0,0.16666666666666666,2.449489742783178,0.8164962475945288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
colin ackermann,227,1.0809523809523809,15,6,11,21,1.7047619047619047,2.3666666666666667,210,108.09523809523809,0.1,,0.1,1.588235294117647,1.0149253731343284,0.8809523809523809,0.05238095238095238,1.368867463158091,0.7896685547554626,0.8888888888888888,1.1666666666666667,0.0,0.0,1.4285714285714286,0.0,1.1333333333333333,0.0,1.1,0.96,0.0,0.0,2.0,0.0,0.0,0.84375,0.0,1.375,0.0,1.0,0.9487179487179487,1.130952380952381,1.131578947368421,0.92
colin munro,128,1.2190476190476192,11,4,4,15,1.3142857142857143,2.0761904761904764,105,121.90476190476191,0.14285714285714285,,0.14285714285714285,0.0,1.2073170731707317,1.2608695652173914,0.0380952380952381,1.518988481630459,0.802538551971481,1.0,1.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.6666666666666667,1.5555555555555556,1.0,0.0,0.0,0.5,0.0,0.0,1.0909090909090908,0.0,1.5625,0.0,0.0,0.2,0.0,1.0666666666666667,1.4222222222222223
corey anderson,110,1.0185185185185186,9,2,6,11,1.5185185185185186,1.962962962962963,108,101.85185185185186,0.10185185185185185,,0.10185185185185185,0.9615384615384616,1.0746268656716418,0.8666666666666667,0.05555555555555555,1.31121318926071,0.7767750889675628,1.8,0.0,0.0,0.0,0.5,0.0,1.3333333333333333,1.6666666666666667,1.3529411764705883,0.42857142857142855,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.8529411764705882,0.0,0.0,1.25,1.25,0.3333333333333333,1.0574712643678161
cosmas kyewuta,3,0.375,0,0,1,0,1.5,2.375,8,37.5,0.0,,0.0,0.0,0.375,0.0,0.125,0.5175491695067657,0.724567437312177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375
cp rizwan,44,1.3333333333333333,3,1,2,4,1.303030303030303,2.0606060606060606,33,133.33333333333331,0.12121212121212122,,0.12121212121212122,1.6428571428571428,1.2352941176470589,0.0,0.06060606060606061,1.4288690166235205,0.9331382965709195,1.0,2.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,1.3333333333333333
craig ervine,129,1.0,13,0,7,13,1.5193798449612403,1.930232558139535,129,100.0,0.10077519379844961,,0.10077519379844961,1.4,1.096774193548387,0.946236559139785,0.05426356589147287,1.2747548783981966,0.7844639251686033,1.5,0.6,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.8518518518518519,1.0909090909090908,0.0,0.0,1.75,0.0,0.0,1.0869565217391304,1.0,1.4285714285714286,0.0,0.0,1.0,0.8181818181818182,0.0,1.0373831775700935
craig wallace,4,0.3076923076923077,0,0,1,0,1.4615384615384615,2.6153846153846154,13,30.76923076923077,0.0,,0.0,0.0,0.0,0.3076923076923077,0.07692307692307693,0.48038446141526137,0.6405112818897909,0.25,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077
craig williams,127,0.8819444444444444,9,4,9,13,1.6875,2.1458333333333335,144,88.19444444444444,0.09027777777777778,,0.09027777777777778,0.3333333333333333,1.0684931506849316,0.7058823529411765,0.0625,1.3509723396969544,0.6528215017494565,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,1.12,0.0,0.42105263157894735,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.6129032258064516,0.0,1.4210526315789473,0.0,0.0,1.0416666666666667,0.8,0.0,0.908256880733945
craig young,3,0.42857142857142855,0,0,1,0,1.4285714285714286,2.7142857142857144,7,42.857142857142854,0.0,,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.5345224838248488,0.8017822257400793,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
curtis campher,166,1.2671755725190839,13,3,9,16,1.5801526717557253,1.9083969465648856,131,126.71755725190839,0.12213740458015267,,0.12213740458015267,1.8214285714285714,1.1764705882352942,0.8333333333333334,0.06870229007633588,1.407804769468114,0.9001068187111054,1.0,1.0,0.0,0.0,1.0,0.0,0.7333333333333333,0.0,1.4705882352941178,1.2666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,0.0,1.0,1.25,0.0,1.2727272727272727,1.0,1.826086956521739,0.9411764705882353
damien ravu,7,1.0,1,0,2,1,1.5714285714285714,2.2857142857142856,7,100.0,0.14285714285714285,,0.14285714285714285,1.0,0.0,0.0,0.2857142857142857,1.414213562373095,0.7071062811869012,0.0,2.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
danushka gunathilaka,0,0.0,0,0,1,0,1.0,4.0,1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daren sammy,9,0.6428571428571429,0,0,3,0,1.3571428571428572,1.4285714285714286,14,64.28571428571429,0.0,,0.0,0.6428571428571429,0.0,0.0,0.21428571428571427,0.744946343668492,0.8629564872214913,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.75
darwish rasooli,16,1.1428571428571428,1,0,1,1,2.142857142857143,2.857142857142857,14,114.28571428571428,0.07142857142857142,,0.07142857142857142,1.1818181818181819,1.0,0.0,0.07142857142857142,1.027105182026191,1.1126961971960951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.75,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428
daryl mitchell,350,1.3779527559055118,22,11,10,33,1.6456692913385826,2.358267716535433,254,137.79527559055117,0.12992125984251968,,0.12992125984251968,1.7272727272727273,1.264957264957265,1.3548387096774193,0.03937007874015748,1.5137270907495366,0.9103040132017407,1.2857142857142858,1.3,0.0,0.0,2.0,0.0,1.5,0.6923076923076923,1.3137254901960784,1.7317073170731707,0.0,0.0,2.3333333333333335,0.0,0.0,1.2916666666666667,0.0,1.3529411764705883,0.5714285714285714,0.0,1.2647058823529411,1.3968253968253967,0.0,1.3717277486910995
dasun shanaka,219,1.095,16,9,12,25,1.68,2.34,200,109.5,0.125,,0.125,1.2323232323232323,0.9603960396039604,0.0,0.06,1.5157382068014877,0.7224197903481487,1.0909090909090908,1.2608695652173914,0.0,0.0,0.8181818181818182,0.5,0.4,0.5,1.0,1.2222222222222223,0.0,0.0,1.0,0.0,0.0,1.7826086956521738,0.0,0.75,1.2222222222222223,0.0,1.0,0.7857142857142857,1.3703703703703705,1.1374045801526718
david miller,275,1.2331838565022422,15,13,5,28,1.5022421524663676,2.1748878923766815,223,123.31838565022422,0.12556053811659193,,0.12556053811659193,1.775,0.9848484848484849,0.2727272727272727,0.02242152466367713,1.5852280358055681,0.7779215675768728,1.0,1.3181818181818181,0.0,0.0,1.0,0.0,1.5,0.9333333333333333,1.0689655172413792,1.510204081632653,0.0,0.0,1.3333333333333333,0.0,0.0,1.0666666666666667,0.0,1.1904761904761905,0.0,0.0,1.1666666666666667,1.1081081081081081,1.75,1.4285714285714286
david warner,502,1.4101123595505618,51,17,17,68,1.3089887640449438,2.404494382022472,356,141.01123595505618,0.19101123595505617,,0.19101123595505617,1.2272727272727273,1.4233576642335766,1.4213197969543148,0.047752808988764044,1.6666772168258155,0.8460615524429889,1.0833333333333333,1.1428571428571428,0.0,0.0,0.8125,0.0,1.7307692307692308,1.7142857142857142,1.4477611940298507,0.3333333333333333,0.0,0.0,1.3703703703703705,0.0,0.0,1.7674418604651163,0.0,1.532258064516129,0.0,0.7272727272727273,1.411764705882353,1.5503355704697988,0.8461538461538461,1.3756906077348066
david wiese,369,1.3369565217391304,19,16,10,35,1.7173913043478262,2.0869565217391304,276,133.69565217391303,0.12681159420289856,,0.12681159420289856,1.5145631067961165,1.23121387283237,0.0,0.036231884057971016,1.6086844353844612,0.8310863592916224,2.0,0.7777777777777778,0.0,0.0,2.3333333333333335,0.0,1.2727272727272727,1.08,0.9615384615384616,2.1785714285714284,0.0,0.0,1.7,0.0,0.0,1.4680851063829787,0.0,1.4333333333333333,0.0,0.6666666666666666,0.9423076923076923,1.3362068965517242,1.8333333333333333,1.3181818181818181
david willey,43,1.34375,1,4,1,5,1.5,2.09375,32,134.375,0.15625,,0.15625,1.52,0.7142857142857143,0.0,0.03125,1.9610625000321276,0.6852149356601588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,1.4,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6.0,0.0,1.2222222222222223,1.5
dawid malan,191,1.0852272727272727,14,2,6,16,1.4147727272727273,2.1420454545454546,176,108.52272727272727,0.09090909090909091,,0.09090909090909091,2.25,1.1363636363636365,0.8,0.03409090909090909,1.2732895325754605,0.8523013758157805,1.6666666666666667,1.1428571428571428,0.0,0.0,0.4,1.2857142857142858,1.0,0.875,1.3333333333333333,0.8333333333333334,0.0,0.0,1.1666666666666667,0.0,0.0,1.8,0.0,0.8387096774193549,0.0,0.0,1.3125,1.1111111111111112,1.0,1.1132075471698113
