,Batsman_Name_clean,total_runs,avg_runs,total_4s,total_6s,total_wickets,total_boundaries,mode_pitchLine,mode_pitchLength,balls_faced,strike_rate,boundary_rate,dot_ball_pct,dismissal_ratio,avg_runs_death,avg_runs_middle,avg_runs_powerplay,run_std,consistency_index,avg_vs_left-arm_fast,avg_vs_left-arm_fast-medium,avg_vs_left-arm_medium,"avg_vs_left-arm_medium,slow_left-arm_orthodox",avg_vs_left-arm_medium-fast,avg_vs_left-arm_wrist-spin,avg_vs_legbreak,avg_vs_legbreak_googly,avg_vs_right-arm_fast,avg_vs_right-arm_fast-medium,"avg_vs_right-arm_fast-medium,legbreak","avg_vs_right-arm_fast-medium,legbreak_googly",avg_vs_right-arm_medium,"avg_vs_right-arm_medium,legbreak","avg_vs_right-arm_medium,right-arm_offbreak",avg_vs_right-arm_medium-fast,"avg_vs_right-arm_medium-fast,right-arm_offbreak",avg_vs_right-arm_offbreak,"avg_vs_right-arm_offbreak,legbreak","avg_vs_right-arm_offbreak,legbreak_googly",avg_vs_slow_left-arm_orthodox,avg_runs_day,avg_runs_daynight,avg_runs_night
346,rilee rossouw,142,1.6705882352941177,9,9,5,18,2,2,85,167.05882352941177,0.21176470588235294,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,rishabh pant,193,1.2371794871794872,13,8,6,21,2,2,156,123.71794871794873,0.1346153846153846,,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,rishad hossain,3,0.6,0,0,1,0,2,2,5,60.0,0.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,roelof van der merwe,15,0.6,1,0,7,1,2,0,25,60.0,0.04,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,rohit paudel,40,1.0526315789473684,5,0,1,5,2,0,38,105.26315789473684,0.13157894736842105,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,rohit sharma,459,1.247282608695652,44,19,18,63,2,2,368,124.7282608695652,0.17119565217391305,,0.04891304347826087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,romario shepherd,16,1.0,0,1,1,1,2,4,16,100.0,0.0625,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,ross taylor,98,1.180722891566265,5,3,3,8,2,2,83,118.07228915662651,0.0963855421686747,,0.03614457831325301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,roston chase,86,1.1944444444444444,8,2,4,10,2,2,72,119.44444444444444,0.1388888888888889,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,rovman powell,73,1.028169014084507,4,2,7,6,2,2,71,102.8169014084507,0.08450704225352113,,0.09859154929577464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,ruben trumpelmann,67,1.2181818181818183,5,3,3,8,2,0,55,121.81818181818183,0.14545454545454545,,0.05454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,ryan burl,109,1.09,11,2,4,13,1,2,100,109.00000000000001,0.13,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,ryan campbell,41,0.8367346938775511,6,0,3,6,2,2,49,83.6734693877551,0.12244897959183673,,0.061224489795918366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,ryan ten doeschate,0,0.0,0,0,1,0,1,0,1,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,saad bin zafar,14,0.5833333333333334,1,0,1,1,2,2,24,58.333333333333336,0.041666666666666664,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,sabbir rahman,167,1.3688524590163935,17,4,6,21,2,2,122,136.88524590163937,0.1721311475409836,,0.04918032786885246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,sadeera samarawickrama,0,0.0,0,0,1,0,2,2,1,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,safyaan sharif,13,1.1818181818181819,0,1,2,1,2,2,11,118.18181818181819,0.09090909090909091,,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,saim ayub,11,0.8461538461538461,0,0,1,0,2,4,13,84.61538461538461,0.0,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,sam curran,12,0.9230769230769231,0,1,1,1,0,0,13,92.3076923076923,0.07692307692307693,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,samiullah shinwari,136,1.3333333333333333,11,3,5,14,1,2,102,133.33333333333331,0.13725490196078433,,0.049019607843137254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,samuel badree,2,1.0,0,0,0,0,1,2,2,100.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,sandeep goud,9,0.5625,0,0,2,0,2,2,16,56.25,0.0,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,sarfaraz ahmed,22,1.2941176470588236,1,0,1,1,0,1,17,129.41176470588235,0.058823529411764705,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,scott edwards,163,0.9819277108433735,13,2,11,15,2,2,166,98.19277108433735,0.09036144578313253,,0.06626506024096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,sean williams,245,1.225,23,2,10,25,2,2,200,122.50000000000001,0.125,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,semo kamea,2,0.6666666666666666,0,0,0,0,0,0,3,66.66666666666666,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,sese bau,104,0.9541284403669725,10,2,6,12,2,2,109,95.41284403669725,0.11009174311926606,,0.05504587155963303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,shadab khan,149,1.568421052631579,8,8,6,16,2,2,95,156.8421052631579,0.16842105263157894,,0.06315789473684211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,shadley van schalkwyk,11,1.1,1,0,0,1,1,4,10,110.00000000000001,0.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,shafiqullah,69,1.4680851063829787,6,3,4,9,2,2,47,146.80851063829786,0.19148936170212766,,0.0851063829787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,shaheen shah afridi,50,1.6129032258064515,3,3,2,6,2,0,31,161.29032258064515,0.1935483870967742,,0.06451612903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,shahid afridi,89,1.816326530612245,6,7,4,13,2,2,49,181.6326530612245,0.2653061224489796,,0.08163265306122448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,shakeel ahmed,26,1.1818181818181819,3,0,2,3,2,2,22,118.18181818181819,0.13636363636363635,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,shakib al hasan,375,1.1538461538461537,30,8,16,38,2,2,325,115.38461538461537,0.11692307692307692,,0.04923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,shamarh brooks,5,0.4166666666666667,0,0,2,0,1,2,12,41.66666666666667,0.0,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,shamim hossain,33,0.825,1,1,2,2,1,2,40,82.5,0.05,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,shan masood,191,1.232258064516129,12,1,4,13,1,4,155,123.2258064516129,0.08387096774193549,,0.025806451612903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,shane watson,99,1.4776119402985075,8,4,2,12,1,2,67,147.76119402985074,0.1791044776119403,,0.029850746268656716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,shapoor zadran,1,0.5,0,0,1,0,1,0,2,50.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,sharafuddin ashraf,2,0.6666666666666666,0,0,0,0,1,4,3,66.66666666666666,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,shardul thakur,0,0.0,0,0,1,0,2,0,3,0.0,0.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,shariz ahmad,27,1.35,3,0,1,3,2,2,20,135.0,0.15,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,sharjeel khan,120,1.4814814814814814,18,3,4,21,2,2,81,148.14814814814815,0.25925925925925924,,0.04938271604938271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,shayan jahangir,0,0.0,0,0,1,0,2,2,1,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,shehan jayasuriya,1,0.3333333333333333,0,0,1,0,0,2,3,33.33333333333333,0.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,sherfane rutherford,95,1.507936507936508,4,7,2,11,2,2,63,150.79365079365078,0.1746031746031746,,0.031746031746031744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,shikhar dhawan,48,0.9056603773584906,4,2,4,6,1,2,53,90.56603773584906,0.11320754716981132,,0.07547169811320754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,shimron hetmyer,134,1.2884615384615385,13,4,4,17,2,2,104,128.84615384615387,0.16346153846153846,,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,shivam dube,41,0.8541666666666666,1,1,1,2,2,4,48,85.41666666666666,0.041666666666666664,,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,shoaib khan,12,0.42857142857142855,1,0,2,1,1,0,28,42.857142857142854,0.03571428571428571,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,shoaib malik,198,1.736842105263158,11,11,3,22,2,2,114,173.6842105263158,0.19298245614035087,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,shoriful islam,0,0.0,0,0,1,0,1,0,2,0.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,shreyas movva,72,1.125,4,2,2,6,2,2,64,112.5,0.09375,,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,shuvagata hom,29,1.0357142857142858,3,1,2,4,1,2,28,103.57142857142858,0.14285714285714285,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,sikandar raza,250,1.3966480446927374,16,11,9,27,2,2,179,139.66480446927375,0.15083798882681565,,0.05027932960893855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,simi singh,10,0.5263157894736842,0,0,2,0,2,0,19,52.63157894736842,0.0,,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,simon atai,6,0.6666666666666666,0,0,3,0,1,0,9,66.66666666666666,0.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,sompal kami,0,0.0,0,0,1,0,2,2,5,0.0,0.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,soumya sarkar,145,1.0,13,4,15,17,2,2,145,100.0,0.11724137931034483,,0.10344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,stephan baard,148,0.9673202614379085,10,2,6,12,2,2,153,96.73202614379085,0.0784313725490196,,0.0392156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,stephan myburgh,138,1.1694915254237288,21,1,7,22,1,4,118,116.94915254237289,0.1864406779661017,,0.059322033898305086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,steven smith,167,1.1360544217687074,14,1,7,15,2,2,147,113.60544217687074,0.10204081632653061,,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,steven taylor,44,0.8461538461538461,1,2,3,3,1,2,52,84.61538461538461,0.057692307692307696,,0.057692307692307696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,sultan ahmed,2,0.4,0,0,2,0,2,2,5,40.0,0.0,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,suraj kumar,4,0.5714285714285714,0,0,1,0,2,0,7,57.14285714285714,0.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,suranga lakmal,0,0.0,0,0,1,0,1,2,1,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,suresh raina,40,1.25,2,2,4,4,1,4,32,125.0,0.125,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,suryakumar yadav,318,1.5215311004784688,32,10,7,42,2,2,209,152.1531100478469,0.20095693779904306,,0.03349282296650718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,sybrand engelbrecht,87,1.1153846153846154,6,2,2,8,2,2,78,111.53846153846155,0.10256410256410256,,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,tabraiz shamsi,2,1.0,0,0,0,0,1,2,2,100.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,tamim iqbal,306,1.4366197183098592,24,14,3,38,2,2,213,143.66197183098592,0.1784037558685446,,0.014084507042253521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,tanwir afzal,38,1.3103448275862069,3,1,1,4,4,0,29,131.0344827586207,0.13793103448275862,,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,tanzid hasan,50,1.1904761904761905,7,1,3,8,1,2,42,119.04761904761905,0.19047619047619047,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,tanzim hasan sakib,2,0.4,0,0,0,0,2,2,5,40.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,taskin ahmed,40,0.7843137254901961,2,1,6,3,2,2,51,78.43137254901961,0.058823529411764705,,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,teja nidamanuru,1,0.5,0,0,1,0,2,3,2,50.0,0.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,temba bavuma,165,1.1073825503355705,12,4,8,16,2,2,149,110.73825503355705,0.10738255033557047,,0.053691275167785234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,tendai chatara,22,0.8461538461538461,2,0,3,2,2,2,26,84.61538461538461,0.07692307692307693,,0.11538461538461539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,thisara perera,89,1.5892857142857142,7,4,3,11,1,2,56,158.92857142857142,0.19642857142857142,,0.05357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,tillakaratne dilshan,126,1.1886792452830188,12,4,5,16,2,2,106,118.86792452830188,0.1509433962264151,,0.04716981132075472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,tim david,48,1.5483870967741935,4,2,3,6,2,2,31,154.83870967741936,0.1935483870967742,,0.0967741935483871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,tim pringle,54,0.7714285714285715,1,1,6,2,2,2,70,77.14285714285715,0.02857142857142857,,0.08571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,tim seifert,16,1.1428571428571428,2,0,1,2,1,4,14,114.28571428571428,0.14285714285714285,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,tim southee,7,1.4,1,0,1,1,2,0,5,140.0,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,timm van der gugten,0,0.0,0,0,1,0,2,2,1,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,tinashe panyangara,19,2.111111111111111,0,2,0,2,1,3,9,211.11111111111111,0.2222222222222222,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,tom cooper,126,1.024390243902439,9,3,9,12,2,2,123,102.4390243902439,0.0975609756097561,,0.07317073170731707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,tony munyonga,7,0.7,1,0,2,1,2,2,10,70.0,0.1,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,tony ura,29,0.7837837837837838,1,0,5,1,2,2,37,78.37837837837837,0.02702702702702703,,0.13513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,towhid hridoy,92,1.2602739726027397,3,6,3,9,2,2,73,126.02739726027397,0.1232876712328767,,0.0410958904109589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,travis head,80,1.7777777777777777,9,5,2,14,2,0,45,177.77777777777777,0.3111111111111111,,0.044444444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,trent boult,10,0.9090909090909091,0,1,1,1,2,2,11,90.9090909090909,0.09090909090909091,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,tristan stubbs,81,0.7941176470588235,3,2,6,5,2,2,102,79.41176470588235,0.049019607843137254,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,umar akmal,79,1.234375,4,2,4,6,2,2,64,123.4375,0.09375,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,usman ghani,62,0.8985507246376812,5,1,4,6,2,4,69,89.85507246376811,0.08695652173913043,,0.057971014492753624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,usman khan,20,0.9523809523809523,1,0,2,1,2,2,21,95.23809523809523,0.047619047619047616,,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,usman khawaja,148,1.4095238095238096,22,2,3,24,2,2,105,140.95238095238096,0.22857142857142856,,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,vikramjit singh,124,0.9841269841269841,10,5,8,15,2,2,126,98.4126984126984,0.11904761904761904,,0.06349206349206349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,virat kohli,665,1.3571428571428572,60,14,11,74,2,2,490,135.71428571428572,0.1510204081632653,,0.022448979591836733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,vriitya aravind,52,0.6933333333333334,3,0,4,3,2,2,75,69.33333333333334,0.04,,0.05333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,vusi sibanda,85,1.0625,5,2,5,7,2,2,80,106.25,0.0875,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,wahab riaz,0,0.0,0,0,1,0,2,2,1,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,wanindu hasaranga,146,1.226890756302521,17,2,12,19,2,2,119,122.6890756302521,0.15966386554621848,,0.10084033613445378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,wayne parnell,7,0.5,0,0,1,0,2,4,14,50.0,0.0,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,wellington masakadza,15,0.5769230769230769,1,0,2,1,1,2,26,57.692307692307686,0.038461538461538464,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,wesley barresi,19,1.1176470588235294,1,1,2,2,1,2,17,111.76470588235294,0.11764705882352941,,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,wessly madhevere,120,1.348314606741573,15,2,8,17,2,4,89,134.8314606741573,0.19101123595505617,,0.0898876404494382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,will jacks,16,0.9411764705882353,2,0,2,2,2,2,17,94.11764705882352,0.11764705882352941,,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,william porterfield,43,1.2285714285714286,4,1,2,5,2,2,35,122.85714285714286,0.14285714285714285,,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,yasir ali,5,0.5555555555555556,0,0,2,0,2,4,9,55.55555555555556,0.0,,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,yuvraj singh,57,1.0363636363636364,3,2,4,5,1,2,55,103.63636363636364,0.09090909090909091,,0.07272727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,zahoor khan,1,1.0,0,0,0,0,2,1,1,100.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,zane green,121,0.8287671232876712,6,2,10,8,1,2,146,82.87671232876713,0.0547945205479452,,0.0684931506849315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,zawar farid,2,0.5,0,0,0,0,1,2,4,50.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,zeeshan maqsood,115,0.9829059829059829,13,2,8,15,2,2,117,98.29059829059828,0.1282051282051282,,0.06837606837606838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
