Full Name,total_runs,balls_faced,total_fours,total_sixes,total_boundaries,total_wickets,strike_rate,average,dismissal_rate,boundary_pct,dot_ball_pct,vs_left_arm_fast,vs_left_arm_fast_medium,vs_left_arm_medium,vs_left_arm_mediumslow_left_arm_orthodox,vs_left_arm_medium_fast,vs_left_arm_wrist_spin,vs_legbreak,vs_legbreak_googly,vs_right_arm_fast,vs_right_arm_fast_medium,vs_right_arm_fast_mediumlegbreak,vs_right_arm_fast_mediumlegbreak_googly,vs_right_arm_medium,vs_right_arm_mediumlegbreak,vs_right_arm_mediumright_arm_offbreak,vs_right_arm_medium_fast,vs_right_arm_medium_fastright_arm_offbreak,vs_right_arm_offbreak,vs_right_arm_offbreaklegbreak,vs_right_arm_offbreaklegbreak_googly,vs_slow_left_arm_orthodox,avg_runs_death,avg_runs_middle,avg_runs_powerplay,adaptability_index,adaptability_label,run_std,consistency_index
Mohammad Nadeem,46.0,42.0,1.0,3.0,4.0,2.0,109.52,23.0,21.0,9.52,42.86,0.0,1.5,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.6666666666666666,0.0,0.0,1.0714285714285714,1.0666666666666667,1.0384615384615385,1.0,0.34,Medium,1.554506508914623,14.796
Mohammad Naim,163.0,135.0,13.0,4.0,17.0,6.0,120.74,27.17,22.5,12.59,37.04,0.5,0.0,0.0,0.0,0.9333333333333333,0.0,1.0,0.0,1.2727272727272727,1.0,0.0,0.0,1.1578947368421053,0.0,0.0,1.2592592592592593,0.0,1.125,0.0,0.8,1.6666666666666667,1.75,1.4074074074074074,0.9240506329113924,0.674,High,1.4156456777399309,19.193
Mohammad Nawaz,80.0,64.0,7.0,2.0,9.0,5.0,125.0,16.0,12.8,14.06,45.31,0.0,1.8571428571428572,0.0,0.0,0.6,1.4,0.0,0.0,0.8461538461538461,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,1.0,0.0,0.7142857142857143,1.3076923076923077,1.0952380952380953,0.0,0.537,Medium,1.5350742747413828,10.423
Mohammad Rizwan,569.0,481.0,40.0,18.0,58.0,13.0,118.3,43.77,37.0,12.06,38.25,0.95,1.105263157894737,0.0,0.0,1.4324324324324325,0.0,1.3333333333333333,1.4782608695652173,1.2027027027027026,1.164179104477612,0.0,0.0,0.9666666666666667,1.8,0.0,1.1153846153846154,0.0,1.0,0.0,0.0,1.0,2.1136363636363638,1.1505376344086022,0.9924242424242424,0.854,High,1.4632851979831847,29.912
Mohammad Shahzad,305.0,227.0,29.0,15.0,44.0,11.0,134.36,27.73,20.64,19.38,45.81,0.8888888888888888,1.0,0.0,0.0,0.8,0.0,0.375,0.0,1.3888888888888888,1.813953488372093,0.0,0.0,1.0,1.0,0.0,1.1346153846153846,0.0,2.0,0.0,0.0,1.3137254901960784,0.0,1.4285714285714286,1.2573099415204678,0.701,High,1.771807429248504,15.651
Monank Patel,70.0,54.0,9.0,1.0,10.0,2.0,129.63,35.0,27.0,18.52,44.44,1.5833333333333333,1.25,0.0,0.0,2.5,0.0,1.1666666666666667,0.0,0.7272727272727273,0.4,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.5,0.0,1.2307692307692308,1.1875,0.459,Medium,1.5304926473187226,22.868
Mosaddek Hossain,42.0,39.0,2.0,2.0,4.0,4.0,107.69,10.5,9.75,10.26,51.28,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.6923076923076923,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.25,1.2,0.0,0.0,1.2307692307692308,0.7692307692307693,0.0,0.227,Low,1.6284415440377888,6.448
Muhammad Waseem,99.0,91.0,2.0,5.0,7.0,3.0,108.79,33.0,30.33,7.69,42.86,0.7272727272727273,1.5333333333333334,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.0,0.0,0.0,0.8461538461538461,1.0,1.1578947368421053,0.8611111111111112,0.407,Medium,1.4433692076710156,22.863
Mushfiqur Rahim,179.0,154.0,15.0,4.0,19.0,8.0,116.23,22.38,19.25,12.34,37.66,1.0,2.25,0.0,0.0,2.0,0.0,1.391304347826087,0.2857142857142857,1.0588235294117647,0.9090909090909091,0.0,0.0,1.1,0.0,0.0,0.75,0.0,1.2857142857142858,0.6666666666666666,0.0,1.0666666666666667,1.4864864864864864,1.148936170212766,0.5161290322580645,0.727,High,1.3678110757787716,16.362
Najibullah Zadran,314.0,225.0,25.0,13.0,38.0,11.0,139.56,28.55,20.45,16.89,37.78,0.0,1.0909090909090908,0.0,0.0,0.4,0.0,1.5,0.5,0.9655172413793104,1.6666666666666667,0.0,0.5,1.391304347826087,0.75,0.0,1.5,0.0,1.0909090909090908,0.0,0.0,1.8620689655172413,1.6352941176470588,1.1843971631205674,1.1428571428571428,0.743,High,1.6542020705338136,17.259
Najmul Hossain Shanto,213.0,196.0,20.0,3.0,23.0,9.0,108.67,23.67,21.78,11.73,42.35,1.0,1.2142857142857142,0.0,0.0,0.8,0.0,1.2666666666666666,0.0,1.075,1.2571428571428571,0.0,0.0,0.375,0.0,0.0,1.0,0.0,1.096774193548387,1.0,0.0,0.6666666666666666,2.5714285714285716,1.123456790123457,0.896551724137931,0.754,High,1.3253922947035195,17.859
Navneet Dhaliwal,73.0,61.0,8.0,3.0,11.0,3.0,119.67,24.33,20.33,18.03,49.18,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,1.5714285714285714,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,1.5714285714285714,0.0,1.5769230769230769,0.8888888888888888,0.19,Low,1.703652715595803,14.281
Nicholas Kirton,103.0,72.0,6.0,4.0,10.0,2.0,143.06,51.5,36.0,13.89,29.17,0.16666666666666666,1.5555555555555556,0.0,0.0,1.7142857142857142,0.0,0.0,1.2,1.0,1.35,0.0,0.0,2.272727272727273,0.0,0.0,0.8571428571428571,0.0,2.6666666666666665,0.0,0.0,0.6,1.625,1.4318181818181819,0.16666666666666666,0.55,Medium,1.5599224389532307,33.014
Nicholas Pooran,170.0,134.0,13.0,8.0,21.0,9.0,126.87,18.89,14.89,15.67,42.54,0.3333333333333333,1.7857142857142858,0.5,0.0,2.0,2.2,1.0,0.0,1.4285714285714286,0.5,0.0,1.4,0.2727272727272727,0.0,0.0,1.0555555555555556,0.0,1.2962962962962963,1.0,1.0,1.380952380952381,4.333333333333333,0.9135802469135802,1.4821428571428572,0.896,High,1.6481326441594715,11.461
Nikolaas Davin,47.0,50.0,6.0,1.0,7.0,3.0,94.0,15.67,16.67,14.0,58.0,0.0,1.2,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.6,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,1.125,0.0,0.6666666666666666,1.0,0.433,Medium,1.481123050322315,10.58
Nitish Kumar,43.0,37.0,3.0,1.0,4.0,1.0,116.22,43.0,37.0,10.81,35.14,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.0,2.5,0.0,0.0,1.625,0.0,0.0,0.0,0.0,0.8571428571428571,1.1666666666666667,1.1153846153846154,0.0,0.36,Medium,1.37881760218143,31.186
Noor Ali Zadran,131.0,129.0,9.0,2.0,11.0,5.0,101.55,26.2,25.8,8.53,41.86,0.0,0.875,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.625,1.0588235294117647,0.0,0.0,0.8,0.0,0.0,1.2857142857142858,0.0,1.0,0.0,0.0,0.875,0.0,0.7833333333333333,1.135135135135135,0.616,Medium,1.2352371414614405,21.21
Norman Vanua,53.0,56.0,2.0,2.0,4.0,5.0,94.64,10.6,11.2,7.14,42.86,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,3.4,0.0,0.6666666666666666,0.6,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.6666666666666666,0.5,1.125,0.0,0.169,Low,1.3269190953913828,7.988
Nurul Hasan,66.0,67.0,2.0,1.0,3.0,7.0,98.51,9.43,9.57,4.48,37.31,0.5454545454545454,1.2,0.0,0.0,2.272727272727273,0.2,1.0,0.5,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.25,0.0,1.0,0.9655172413793104,0.95,0.0,0.505,Medium,1.0905312063487502,8.647
Pathum Nissanka,518.0,415.0,38.0,14.0,52.0,17.0,124.82,30.47,24.41,12.53,34.46,0.75,1.0,0.0,0.0,1.2307692307692308,1.0,0.9047619047619048,1.5,1.3658536585365855,1.1527777777777777,0.0,0.0,1.1538461538461537,0.0,0.0,1.3043478260869565,0.0,1.027027027027027,2.0,1.7142857142857142,1.325,1.5897435897435896,1.2758620689655173,1.0833333333333333,0.986,High,1.450536583391579,21.006
Paul Stirling,312.0,248.0,29.0,10.0,39.0,12.0,125.81,26.0,20.67,15.73,41.94,1.125,0.9375,0.0,0.0,1.0810810810810811,0.0,0.5,0.0,1.4565217391304348,1.2758620689655173,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.125,0.0,0.0,1.391304347826087,0.6666666666666666,1.0476190476190477,1.3114754098360655,0.611,Medium,1.5876725196473467,16.376
Paul van Meekeren,49.0,31.0,6.0,1.0,7.0,3.0,158.06,16.33,10.33,22.58,38.71,0.0,1.0,0.0,0.0,2.6,0.0,0.0,0.0,0.8888888888888888,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.6333333333333333,0.0,0.0,0.226,Low,1.679308118713108,9.724
Peter Borren,55.0,37.0,6.0,0.0,6.0,2.0,148.65,27.5,18.5,16.22,27.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,2.25,0.0,0.0,1.4,2.0,1.2727272727272727,1.6666666666666667,0.145,Low,1.464802254792655,18.774
Phil Salt,62.0,35.0,6.0,4.0,10.0,3.0,177.14,20.67,11.67,28.57,37.14,1.8333333333333333,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.5454545454545454,1.4285714285714286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7419354838709677,0.174,Low,2.087578308298233,9.901
Pieter Seelaar,28.0,40.0,2.0,0.0,2.0,2.0,70.0,14.0,20.0,5.0,50.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.875,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,1.2,0.0,0.8947368421052632,0.55,0.0,0.305,Low,0.9660917830792959,14.491
Pratik Athavale,62.0,44.0,6.0,2.0,8.0,3.0,140.91,20.67,14.67,18.18,36.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6666666666666667,0.0,0.0,1.0,0.0,1.5789473684210527,1.28,0.359,Medium,1.6223082499854995,12.741
Preston Mommsen,49.0,45.0,2.0,0.0,2.0,1.0,108.89,49.0,45.0,4.44,26.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.0,1.1666666666666667,1.0,1.0571428571428572,0.0,0.375,Medium,0.9078748910292276,53.972
Quinton de Kock,400.0,278.0,45.0,14.0,59.0,14.0,143.88,28.57,19.86,21.22,42.09,0.0,1.7045454545454546,0.0,0.0,0.2,0.0,1.0769230769230769,0.5,1.6216216216216217,1.7045454545454546,0.0,0.0,1.1071428571428572,0.0,0.0,0.6666666666666666,0.0,1.5087719298245614,1.8,0.0,1.0833333333333333,1.6666666666666667,1.1720430107526882,1.4666666666666666,0.669,High,1.7242407837552658,16.57
Rahmanullah Gurbaz,291.0,209.0,16.0,18.0,34.0,11.0,139.23,26.45,19.0,16.27,40.67,4.0,1.25,2.0,0.0,0.0,0.0,1.5,0.0,1.4594594594594594,1.5862068965517242,0.0,0.75,1.7,0.5,0.0,1.2592592592592593,0.0,1.8,0.0,0.0,1.0454545454545454,2.2777777777777777,1.1235955056179776,1.4423076923076923,0.677,High,1.812218117910568,14.595
Rashid Khan,100.0,74.0,8.0,6.0,14.0,7.0,135.14,14.29,10.57,18.92,47.3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,1.8846153846153846,0.0,0.0,2.2222222222222223,0.0,0.0,0.9,0.0,0.5,0.0,0.0,0.0,1.607843137254902,0.5454545454545454,1.0,0.282,Low,1.8685019450610107,7.648
Rassie van der Dussen,180.0,149.0,8.0,6.0,14.0,2.0,120.81,90.0,74.5,9.4,29.53,0.0,0.0,0.0,0.0,0.6,0.0,1.0666666666666667,1.0,1.4137931034482758,1.4594594594594594,0.0,0.0,1.0,0.0,0.0,1.4285714285714286,0.0,0.9166666666666666,0.0,0.0,1.0,1.8695652173913044,1.0864197530864197,0.98,0.609,Medium,1.3805615737414378,65.191
Ravichandran Ashwin,38.0,40.0,2.0,1.0,3.0,2.0,95.0,19.0,20.0,7.5,40.0,0.0,2.5,0.0,0.0,1.4545454545454546,0.0,0.25,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.7142857142857143,1.25,0.47058823529411764,0.0,0.287,Low,1.232684953717677,15.413
Ravindra Jadeja,52.0,44.0,5.0,1.0,6.0,4.0,118.18,13.0,11.0,13.64,36.36,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.5,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,1.4516129032258065,0.5384615384615384,0.0,0.095,Low,1.4349901105360106,9.059
Reeza Hendricks,64.0,68.0,7.0,1.0,8.0,8.0,94.12,8.0,8.5,11.76,52.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0555555555555556,1.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.2727272727272727,0.0,0.5555555555555556,0.0,0.0,1.5,0.0,0.8333333333333334,0.9473684210526315,0.374,Medium,1.3966224023326268,5.728
Regis Chakabva,54.0,63.0,5.0,1.0,6.0,8.0,85.71,6.75,7.88,9.52,60.32,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.23076923076923078,1.6363636363636365,0.0,0.0,1.5454545454545454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.0,0.8421052631578947,0.8260869565217391,0.294,Low,1.3983162952416959,4.827
Richie Berrington,350.0,275.0,19.0,13.0,32.0,12.0,127.27,29.17,22.92,11.64,33.82,1.1818181818181819,1.0,2.6,0.0,0.4,0.0,1.34375,0.8888888888888888,1.0,1.0833333333333333,1.75,0.0,0.0,0.0,0.0,1.6304347826086956,0.0,0.5625,1.375,1.8,1.0,1.507936507936508,1.2698412698412698,0.46875,0.878,High,1.4737538568221575,19.793
Richmond Mutumbami,31.0,32.0,4.0,1.0,5.0,3.0,96.88,10.33,10.67,15.62,59.38,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,0.0,1.25,0.0,0.0,0.2,0.0,1.25,0.84,0.185,Low,1.579940543568688,6.538
Rilee Rossouw,142.0,84.0,9.0,9.0,18.0,5.0,169.05,28.4,16.8,21.43,32.14,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,1.9285714285714286,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.3157894736842106,1.5,1.8222222222222222,1.5,0.265,Low,1.9480651896672445,14.579
Rishabh Pant,193.0,147.0,13.0,8.0,21.0,6.0,131.29,32.17,24.5,14.29,37.41,0.5,1.3157894736842106,0.0,0.0,2.5,0.0,1.0,0.3333333333333333,1.3478260869565217,1.24,0.0,0.0,1.0,0.0,0.0,2.3333333333333335,0.0,0.8333333333333334,0.6666666666666666,0.0,1.0,2.0625,1.1568627450980393,1.105263157894737,0.675,High,1.5662248818352156,20.54
Rohit Paudel,40.0,37.0,5.0,0.0,5.0,1.0,108.11,40.0,37.0,13.51,48.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1.2083333333333333,0.9090909090909091,0.003,Low,1.4132073626282269,28.304
Rohit Sharma,459.0,358.0,44.0,19.0,63.0,18.0,128.21,25.5,19.89,17.6,44.13,1.125,1.2553191489361701,0.0,0.0,1.1176470588235294,0.0,0.75,2.0,1.1153846153846154,1.130952380952381,0.0,0.0,0.0,1.25,0.0,1.7755102040816326,0.0,2.25,0.3333333333333333,0.0,1.1914893617021276,0.0,1.423913043478261,1.1884057971014492,0.764,High,1.685405604210717,15.13
Ross Taylor,98.0,80.0,5.0,3.0,8.0,3.0,122.5,32.67,26.67,10.0,35.0,2.0,2.1538461538461537,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.6,1.3333333333333333,0.0,0.0,0.5,0.0,0.0,1.375,0.0,0.8461538461538461,0.0,0.0,1.25,1.65,0.7441860465116279,0.0,0.579,Medium,1.4325874451942269,22.805
Roston Chase,86.0,70.0,8.0,2.0,10.0,4.0,122.86,21.5,17.5,14.29,34.29,0.0,1.5714285714285714,3.0,0.0,0.5714285714285714,0.0,1.8333333333333333,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.7777777777777778,2.7,1.135135135135135,0.68,0.417,Medium,1.4402551504086212,14.928
Rovman Powell,73.0,64.0,4.0,2.0,6.0,7.0,114.06,10.43,9.14,9.38,43.75,0.0,1.5,1.25,0.0,0.0,0.0,0.8,1.0,1.0,1.4666666666666666,0.0,0.75,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.9,1.12,1.0731707317073171,0.2,0.683,High,1.330647865686008,7.838
Ruben Trumpelmann,67.0,53.0,5.0,3.0,8.0,3.0,126.42,22.33,17.67,15.09,41.51,0.0,0.5,0.0,0.0,0.0,0.0,2.8,1.4,1.5833333333333333,0.3333333333333333,0.0,0.0,0.7142857142857143,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,1.4210526315789473,0.7647058823529411,0.0,0.282,Low,1.6294842298159424,13.704
Ryan Burl,109.0,96.0,11.0,2.0,13.0,4.0,113.54,27.25,24.0,13.54,41.67,1.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.631578947368421,0.0,0.0,0.0,0.0,0.0,1.1176470588235294,0.0,1.4210526315789473,0.0,0.0,2.0,0.9142857142857143,1.1846153846153846,0.0,0.396,Medium,1.4005410210040798,19.457
Ryan Campbell,41.0,47.0,6.0,0.0,6.0,3.0,87.23,13.67,15.67,12.77,59.57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.8367346938775511,0.173,Low,1.3125506145083543,10.415
Sabbir Rahman,167.0,118.0,17.0,4.0,21.0,6.0,141.53,27.83,19.67,17.8,33.05,1.5,1.1,0.0,0.0,1.6,0.0,1.7142857142857142,1.3333333333333333,0.875,1.04,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7142857142857142,0.0,0.0,1.3478260869565217,0.6666666666666666,1.6296296296296295,1.1846153846153846,0.69,High,1.5808817482717348,17.604
Samiullah Shinwari,136.0,94.0,11.0,3.0,14.0,5.0,144.68,27.2,18.8,14.89,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.25,0.8333333333333334,1.696969696969697,0.0,0.0,0.0,0.0,0.0,2.142857142857143,0.0,1.0,0.8181818181818182,0.0,1.0,2.037037037037037,1.08,0.0,0.48,Medium,1.4095384634226857,19.297
Scott Edwards,163.0,163.0,13.0,2.0,15.0,11.0,100.0,14.82,14.82,9.2,40.49,1.5,0.5217391304347826,0.0,0.0,1.0,0.0,1.0833333333333333,1.3333333333333333,1.2777777777777777,0.7142857142857143,0.0,0.0,1.1818181818181819,0.0,0.0,1.0833333333333333,0.0,1.125,0.0,0.0,0.7916666666666666,1.1153846153846154,0.9056603773584906,1.125,0.756,High,1.2283168654770371,12.065
Sean Williams,245.0,193.0,23.0,2.0,25.0,10.0,126.94,24.5,19.3,12.95,32.12,0.6666666666666666,0.9090909090909091,0.0,0.0,0.5714285714285714,0.0,1.25,0.5555555555555556,1.25,1.2903225806451613,0.0,0.0,0.5555555555555556,0.0,0.0,1.2285714285714286,0.0,1.5238095238095237,0.0,1.8,1.6,1.7727272727272727,1.217741935483871,1.0185185185185186,0.769,High,1.3202615090433056,18.557
Sese Bau,104.0,106.0,10.0,2.0,12.0,6.0,98.11,17.33,17.67,11.32,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.75,0.0,0.0,2.3333333333333335,0.0,0.0,0.8888888888888888,0.0,1.1,0.0,0.0,0.9772727272727273,0.3333333333333333,1.1216216216216217,0.625,0.267,Low,1.3634468921798044,12.71
Shadab Khan,149.0,90.0,8.0,8.0,16.0,6.0,165.56,24.83,15.0,17.78,30.0,0.0,0.5,0.0,0.0,1.0,2.6,1.3333333333333333,0.0,2.1176470588235294,1.45,0.0,0.0,2.25,0.0,0.0,0.4,0.0,0.0,2.0,0.0,1.2857142857142858,2.0,1.484375,0.4,0.584,Medium,1.7844042547116175,13.915
Shafiqullah,69.0,44.0,6.0,3.0,9.0,4.0,156.82,17.25,11.0,20.45,36.36,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.05,0.0,0.0,1.5,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.189,Low,1.7426998523004873,9.898
Shahid Afridi,89.0,47.0,6.0,7.0,13.0,4.0,189.36,22.25,11.75,27.66,34.04,0.0,2.5,0.0,0.0,0.0,0.0,2.0,1.75,1.3,2.6,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,6.0,0.0,0.0,1.588235294117647,2.357142857142857,1.6,0.0,0.39,Medium,2.1667320764590308,10.269
Shakib Al Hasan,375.0,316.0,30.0,8.0,38.0,16.0,118.67,23.44,19.75,12.03,31.96,1.8181818181818181,1.1666666666666667,0.8,0.0,0.2857142857142857,0.0,0.4166666666666667,1.0,0.7058823529411765,1.2790697674418605,0.0,0.0,0.9090909090909091,0.0,0.0,1.1891891891891893,0.0,1.2647058823529411,2.0,1.8571428571428572,1.1515151515151516,1.5238095238095237,1.1162790697674418,1.0441176470588236,0.874,High,1.3429142948895898,17.455
Shamim Hossain,33.0,37.0,1.0,1.0,2.0,2.0,89.19,16.5,18.5,5.41,54.05,1.1666666666666667,0.0,0.0,0.0,0.0,0.375,0.0,1.2222222222222223,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,1.0,0.8157894736842105,0.0,0.28,Low,1.2171319798650664,13.556
Shan Masood,191.0,146.0,12.0,1.0,13.0,4.0,130.82,47.75,36.5,8.9,26.03,0.0,1.0,0.0,0.0,1.0,0.0,1.0714285714285714,0.0,1.1379310344827587,1.3333333333333333,0.0,0.0,0.9,0.0,0.0,1.0666666666666667,0.0,1.375,1.411764705882353,0.0,1.75,1.4722222222222223,1.2197802197802199,0.9642857142857143,0.699,High,1.149925773091292,41.524
Shane Watson,99.0,63.0,8.0,4.0,12.0,2.0,157.14,49.5,31.5,19.05,23.81,1.8571428571428572,2.0588235294117645,0.0,0.0,0.8571428571428571,0.0,0.0,0.4,1.5714285714285714,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.625,0.0,0.75,0.0,0.0,1.2222222222222223,1.9285714285714286,1.125,1.173913043478261,0.55,Medium,1.6270274899916728,30.424
Sharjeel Khan,120.0,78.0,18.0,3.0,21.0,4.0,153.85,30.0,19.5,26.92,46.15,0.0,2.4444444444444446,0.0,0.0,1.3,0.0,0.0,0.0,1.4444444444444444,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.4166666666666667,0.0,0.0,1.4166666666666667,0.0,0.6,1.5394736842105263,0.335,Medium,1.8242197723349505,16.445
Sherfane Rutherford,95.0,62.0,4.0,7.0,11.0,2.0,153.23,47.5,31.0,17.74,30.65,0.0,0.6666666666666666,1.125,0.0,0.0,0.0,0.3333333333333333,0.0,0.8,0.0,0.0,1.6666666666666667,2.5555555555555554,0.0,0.0,1.1333333333333333,0.0,0.6666666666666666,0.0,0.0,3.125,2.0,1.1176470588235294,1.0,0.417,Medium,1.8740418272005792,25.346
Shikhar Dhawan,48.0,51.0,4.0,2.0,6.0,4.0,94.12,12.0,12.75,11.76,54.9,0.25,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.0,0.75,0.0,0.5,0.9215686274509803,0.391,Medium,1.4840712058310335,8.086
Shimron Hetmyer,134.0,100.0,13.0,4.0,17.0,4.0,134.0,33.5,25.0,17.0,35.0,1.0,0.0,0.0,0.0,2.3333333333333335,0.0,1.0,0.7,1.8,0.7142857142857143,0.0,0.0,1.1666666666666667,0.0,0.0,2.0,0.0,0.7894736842105263,0.0,0.0,0.0,1.7142857142857142,1.1320754716981132,1.1304347826086956,0.525,Medium,1.5559037390238157,21.531
Shivam Dube,41.0,46.0,1.0,1.0,2.0,1.0,89.13,41.0,46.0,4.35,50.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,0.0,0.2,0.5555555555555556,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.75,0.675,0.0,0.28,Low,1.4140568367603377,28.995
Shoaib Malik,198.0,112.0,11.0,11.0,22.0,3.0,176.79,66.0,37.33,19.64,17.86,0.0,1.1538461538461537,0.0,0.0,0.6,0.0,1.9090909090909092,1.7692307692307692,1.95,1.8333333333333333,0.0,0.0,1.75,0.0,0.0,1.7333333333333334,0.0,0.0,0.0,0.0,2.1333333333333333,1.930232558139535,1.1428571428571428,0.0,0.6,Medium,1.7551574146126794,37.603
Shreyas Movva,72.0,60.0,4.0,2.0,6.0,2.0,120.0,36.0,30.0,10.0,33.33,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.5,1.6206896551724137,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.25,1.5862068965517242,0.7428571428571429,0.0,0.491,Medium,1.327367606168224,27.121
Sikandar Raza,250.0,174.0,16.0,11.0,27.0,9.0,143.68,27.78,19.33,15.52,33.91,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.875,1.375,1.64,1.1081081081081081,0.0,0.0,0.0,0.0,0.0,1.4074074074074074,2.6666666666666665,1.6,0.0,2.2857142857142856,1.15,1.173913043478261,1.469387755102041,0.7777777777777778,0.647,Medium,1.6537971100015645,16.798
Soumya Sarkar,145.0,140.0,13.0,4.0,17.0,15.0,103.57,9.67,9.33,12.14,52.86,0.3333333333333333,1.2,0.0,0.0,0.8888888888888888,0.0,1.2857142857142858,0.0,1.0952380952380953,1.0,0.0,0.0,0.0,0.0,0.0,1.9285714285714286,0.0,0.5172413793103449,0.0,0.0,0.9166666666666666,1.5454545454545454,0.8275862068965517,0.9904761904761905,0.536,Medium,1.4860462083439174,6.507
