,Unnamed: 0,inningNumber,oversActual,pitchLine,pitchLength,isFour,isSix,isWicket,byes,legbyes,wides,noballs,run,totalRuns,totalWickets,shotType,time_of_day,Ground Name,Batsman_Name,Batsman_Role,Batsman_Batting_Style,Batsman_Playing_Role,Bowler_Name,Bowler_Role,Bowler_Bowling_Style,Bowler_Playing_Role,isBoundary,isGoodBall,isDeathOver,line_x_length
15923,16288,1,17.1,1,3,0,0,0,0,0,0,0,0,115,6,3,2,11,285,2,1,4,123,1,8,3,0,1,1,3
15924,16289,1,17.2,1,4,0,0,0,0,0,0,0,2,115,6,11,2,11,285,2,1,4,123,1,8,3,0,0,1,4
15925,16290,1,17.3,2,2,0,0,0,0,1,0,0,1,117,6,16,2,11,285,2,1,4,123,1,8,3,0,1,1,4
15926,16291,1,17.4,2,3,1,0,0,0,0,0,0,4,118,6,16,2,11,310,2,1,1,123,1,8,3,1,0,1,6
15927,16292,1,17.5,2,0,0,0,0,0,0,0,0,1,122,6,16,2,11,310,2,1,1,123,1,8,3,0,1,1,0
15928,16293,1,17.6,2,3,0,0,0,0,0,0,0,1,123,6,11,2,11,285,2,1,4,123,1,8,3,0,1,1,6
15929,16294,1,18.1,2,3,0,0,1,0,0,0,0,0,124,6,11,2,11,285,2,1,4,258,1,4,3,0,1,1,6
15930,16295,1,18.2,1,3,0,0,0,0,0,0,0,0,124,7,19,2,11,43,2,1,3,258,1,4,3,0,1,1,3
15931,16296,1,18.3,2,2,0,0,0,0,0,0,0,1,124,7,0,2,11,43,2,1,3,258,1,4,3,0,1,1,4
15932,16297,1,18.4,2,2,0,0,0,0,0,0,0,2,125,7,0,2,11,310,2,1,1,258,1,4,3,0,0,1,4
15933,16298,1,18.5,1,4,0,0,1,0,0,0,0,0,127,7,16,2,11,310,2,1,1,258,1,4,3,0,1,1,4
15934,16299,1,18.6,1,4,0,0,0,0,0,0,0,0,127,8,19,2,11,246,2,1,3,258,1,4,3,0,1,1,4
15935,16300,1,1.1,2,2,0,0,0,0,0,0,0,0,0,0,3,2,11,295,2,1,7,123,1,8,3,0,1,0,4
15936,16301,1,1.2,1,2,0,0,0,0,0,0,0,0,0,0,3,2,11,295,2,1,7,123,1,8,3,0,1,0,2
15937,16302,1,1.3,1,0,0,0,0,0,0,0,0,0,0,0,20,2,11,295,2,1,7,123,1,8,3,0,1,0,0
15938,16303,1,1.4,1,3,0,1,0,0,0,0,0,6,0,0,11,2,11,295,2,1,7,123,1,8,3,1,0,0,3
15939,16304,1,1.5,1,4,0,0,0,0,0,0,0,0,6,0,3,2,11,295,2,1,7,123,1,8,3,0,1,0,4
15940,16305,1,1.6,1,2,0,0,0,0,0,0,0,0,6,0,20,2,11,295,2,1,7,123,1,8,3,0,1,0,2
15941,16306,1,2.1,1,4,0,0,0,0,0,0,0,0,6,0,3,2,11,175,2,1,9,258,1,4,3,0,1,0,4
15942,16307,1,2.2,2,0,0,1,0,0,0,0,0,6,6,0,16,2,11,175,2,1,9,258,1,4,3,1,0,0,0
15943,16308,1,2.3,1,3,0,0,0,0,0,0,0,1,12,0,11,2,11,175,2,1,9,258,1,4,3,0,1,0,3
15944,16309,1,2.4,2,5,0,0,0,0,0,0,0,1,13,0,6,2,11,295,2,1,7,258,1,4,3,0,1,0,10
15945,16310,1,2.5,1,4,0,0,0,0,0,0,0,0,14,0,4,2,11,175,2,1,9,258,1,4,3,0,1,0,4
15946,16311,1,2.6,0,4,0,0,0,0,0,0,0,0,14,0,3,2,11,175,2,1,9,258,1,4,3,0,1,0,0
15947,16312,1,19.1,1,0,0,0,0,0,0,0,0,2,127,8,16,2,11,43,2,1,3,1,1,8,3,0,0,1,0
15948,16313,1,19.2,1,2,0,0,0,0,0,0,0,0,129,8,16,2,11,43,2,1,3,1,1,8,3,0,1,1,2
15949,16314,1,19.3,1,2,0,0,0,0,0,0,0,1,129,8,12,2,11,43,2,1,3,1,1,8,3,0,1,1,2
15950,16315,1,19.4,1,2,0,0,1,0,0,0,0,0,130,8,4,2,11,246,2,1,3,1,1,8,3,0,1,1,2
15951,16316,1,19.5,1,4,0,0,0,1,0,0,0,1,130,9,16,2,11,43,2,1,3,1,1,8,3,0,1,1,4
15952,16317,1,19.6,1,4,0,0,0,0,0,0,0,2,131,9,11,2,11,36,2,0,3,1,1,8,3,0,0,1,4
15953,16318,1,3.1,2,0,0,0,0,0,0,0,0,0,14,0,18,2,11,295,2,1,7,123,1,8,3,0,1,0,0
15954,16319,1,3.2,1,2,0,0,0,0,0,0,0,1,14,0,4,2,11,295,2,1,7,123,1,8,3,0,1,0,2
15955,16320,1,3.3,1,4,0,0,0,0,0,0,0,1,15,0,12,2,11,175,2,1,9,123,1,8,3,0,1,0,4
15956,16321,1,3.4,1,1,1,0,0,0,0,0,0,4,16,0,4,2,11,295,2,1,7,123,1,8,3,1,0,0,1
15957,16322,1,3.5,1,2,0,0,0,0,0,0,0,0,20,0,4,2,11,295,2,1,7,123,1,8,3,0,1,0,2
15958,16323,1,3.6,1,2,0,0,0,0,0,0,0,1,20,0,4,2,11,295,2,1,7,123,1,8,3,0,1,0,2
15959,16324,1,4.1,2,0,0,0,0,0,0,0,0,2,21,0,8,2,11,295,2,1,7,140,1,9,3,0,0,0,0
15960,16325,1,4.2,2,3,0,0,1,0,0,0,0,0,23,0,11,2,11,295,2,1,7,140,1,9,3,0,1,0,6
15961,16326,1,4.3,2,4,0,0,0,0,0,0,0,1,23,1,12,2,11,368,2,1,7,140,1,9,3,0,1,0,8
15962,16327,1,4.4,1,0,0,0,0,0,0,0,0,1,24,1,4,2,11,175,2,1,9,140,1,9,3,0,1,0,0
15963,16328,1,4.5,2,4,0,0,0,0,0,0,0,1,25,1,19,2,11,368,2,1,7,140,1,9,3,0,1,0,8
15964,16329,1,4.6,2,2,0,0,1,0,0,0,0,0,26,1,19,2,11,175,2,1,9,140,1,9,3,0,1,0,4
15965,16330,1,5.1,2,2,0,0,0,4,0,0,0,4,26,2,3,2,11,368,2,1,7,1,1,8,3,0,0,0,4
15966,16331,1,5.2,2,0,0,0,0,0,0,0,0,1,30,2,0,2,11,368,2,1,7,1,1,8,3,0,1,0,0
15967,16332,1,5.3,1,4,0,0,0,0,0,0,0,1,31,2,12,2,11,310,2,1,1,1,1,8,3,0,1,0,4
15968,16333,1,5.4,2,2,0,0,0,0,0,0,0,0,32,2,3,2,11,368,2,1,7,1,1,8,3,0,1,0,4
15969,16334,1,5.5,2,4,0,0,0,0,0,0,0,1,32,2,19,2,11,368,2,1,7,1,1,8,3,0,1,0,8
15970,16335,1,5.6,2,3,0,0,0,0,0,0,0,0,33,2,5,2,11,310,2,1,1,1,1,8,3,0,1,0,6
15971,16336,1,6.1,2,2,1,0,0,0,0,0,0,4,33,2,0,2,11,368,2,1,7,140,1,9,3,1,0,0,4
15972,16337,1,6.2,1,0,1,0,0,0,0,0,0,4,37,2,4,2,11,368,2,1,7,140,1,9,3,1,0,0,0
15973,16338,1,6.3,2,2,0,0,0,0,0,0,0,0,41,2,4,2,11,368,2,1,7,140,1,9,3,0,1,0,4
15974,16339,1,6.4,2,4,0,0,0,0,0,0,0,0,41,2,1,2,11,368,2,1,7,140,1,9,3,0,1,0,8
15975,16340,1,6.5,1,3,0,0,1,0,0,0,0,0,41,2,11,2,11,368,2,1,7,140,1,9,3,0,1,0,3
15976,16341,1,6.6,2,4,0,0,0,0,0,0,0,0,41,3,12,2,11,91,2,1,0,140,1,9,3,0,1,0,8
15977,16342,1,7.1,1,2,0,0,0,0,0,0,0,1,41,3,4,2,11,310,2,1,1,1,1,8,3,0,1,0,2
15978,16343,1,7.2,2,4,0,0,0,0,0,0,0,0,42,3,1,2,11,91,2,1,0,1,1,8,3,0,1,0,8
15979,16344,1,7.3,2,2,0,0,1,0,0,0,0,0,42,3,1,2,11,91,2,1,0,1,1,8,3,0,1,0,4
15980,16345,1,7.4,2,3,0,0,0,0,0,0,0,1,42,4,12,2,11,127,2,1,0,1,1,8,3,0,1,0,6
15981,16346,1,7.5,1,2,1,0,0,0,0,0,0,4,43,4,0,2,11,310,2,1,1,1,1,8,3,1,0,0,2
15982,16347,1,7.6,2,3,0,0,0,0,0,0,0,0,47,4,22,2,11,310,2,1,1,1,1,8,3,0,1,0,6
15983,16348,1,8.1,4,4,0,0,0,0,0,0,0,1,47,4,1,2,11,127,2,1,0,140,1,9,3,0,1,0,16
15984,16349,1,8.2,2,2,0,0,0,0,0,0,0,1,48,4,4,2,11,310,2,1,1,140,1,9,3,0,1,0,4
15985,16350,1,8.3,2,4,0,0,1,0,0,0,0,0,49,4,11,2,11,127,2,1,0,140,1,9,3,0,1,0,8
15986,16351,1,8.4,2,4,0,0,0,0,0,0,0,0,49,5,6,2,11,169,2,1,9,140,1,9,3,0,1,0,8
15987,16352,1,8.5,2,4,0,0,0,0,0,0,0,1,49,5,19,2,11,169,2,1,9,140,1,9,3,0,1,0,8
15988,16353,1,8.6,2,4,0,0,0,0,0,0,0,1,50,5,4,2,11,310,2,1,1,140,1,9,3,0,1,0,8
15989,16354,2,0.1,2,2,0,0,0,0,0,0,0,0,0,0,3,2,11,284,5,0,9,36,1,11,3,0,1,0,4
15990,16355,2,0.2,2,2,0,0,0,0,0,0,0,1,0,0,4,2,11,284,5,0,9,36,1,11,3,0,1,0,4
15991,16356,2,0.3,2,4,0,0,0,0,0,0,0,0,1,0,3,2,11,346,0,1,5,36,1,11,3,0,1,0,8
15992,16357,2,0.4,2,4,0,0,0,0,0,0,0,0,1,0,3,2,11,346,0,1,5,36,1,11,3,0,1,0,8
15993,16358,2,0.5,2,2,0,0,0,0,0,0,0,2,1,0,16,2,11,346,0,1,5,36,1,11,3,0,0,0,4
15994,16359,2,0.6,2,4,0,0,0,0,0,0,0,0,3,0,3,2,11,346,0,1,5,36,1,11,3,0,1,0,8
15995,16360,2,9.1,2,2,0,0,0,0,0,0,0,1,35,3,8,2,11,17,2,1,6,203,1,15,4,0,1,0,4
15996,16361,2,9.2,1,2,0,0,0,0,0,0,0,1,36,3,4,2,11,87,2,0,5,203,1,15,4,0,1,0,2
15997,16362,2,9.3,2,4,0,0,0,0,0,0,0,1,37,3,1,2,11,17,2,1,6,203,1,15,4,0,1,0,8
15998,16363,2,9.4,1,2,0,0,0,0,0,0,0,0,38,3,8,2,11,87,2,0,5,203,1,15,4,0,1,0,2
15999,16364,2,9.5,1,2,0,0,0,0,0,0,0,1,38,3,20,2,11,87,2,0,5,203,1,15,4,0,1,0,2
16000,16365,2,9.6,2,2,0,0,0,0,0,0,0,1,39,3,8,2,11,17,2,1,6,203,1,15,4,0,1,0,4
16001,16366,2,10.1,2,3,0,0,0,0,0,0,0,2,40,3,1,2,11,17,2,1,6,92,1,13,0,0,0,0,6
16002,16367,2,10.2,2,4,1,0,0,0,0,0,0,4,42,3,16,2,11,17,2,1,6,92,1,13,0,1,0,0,8
16003,16368,2,10.3,2,4,0,0,0,0,0,0,0,1,46,3,1,2,11,17,2,1,6,92,1,13,0,0,1,0,8
16004,16369,2,10.4,0,4,1,0,0,0,0,0,0,4,47,3,11,2,11,87,2,0,5,92,1,13,0,1,0,0,0
16005,16370,2,10.5,1,4,0,0,0,0,0,0,0,1,51,3,2,2,11,87,2,0,5,92,1,13,0,0,1,0,4
16006,16371,2,10.6,2,4,0,0,0,4,0,0,0,4,52,3,11,2,11,17,2,1,6,92,1,13,0,0,0,0,8
16007,16372,2,11.1,1,2,0,0,0,0,0,0,0,1,56,3,0,2,11,87,2,0,5,203,1,15,4,0,1,0,2
16008,16373,2,11.2,2,2,1,0,0,0,0,0,0,4,57,3,20,2,11,17,2,1,6,203,1,15,4,1,0,0,4
16009,16374,2,11.3,1,2,0,0,0,0,0,0,0,1,61,3,4,2,11,17,2,1,6,203,1,15,4,0,1,0,2
16010,16375,2,11.4,1,2,0,0,0,0,0,0,0,1,62,3,16,2,11,87,2,0,5,203,1,15,4,0,1,0,2
16011,16376,2,11.5,1,2,0,0,0,0,0,0,0,1,63,3,16,2,11,17,2,1,6,203,1,15,4,0,1,0,2
16012,16377,2,11.6,2,2,0,0,0,0,0,0,0,1,64,3,1,2,11,87,2,0,5,203,1,15,4,0,1,0,4
16013,16378,2,12.1,1,2,0,0,0,0,0,0,0,0,65,3,3,2,11,87,2,0,5,179,1,8,3,0,1,0,2
16014,16379,2,12.2,2,4,0,0,0,0,0,0,0,2,65,3,1,2,11,87,2,0,5,179,1,8,3,0,0,0,8
16015,16380,2,12.3,1,0,0,0,0,0,0,0,0,0,67,3,20,2,11,87,2,0,5,179,1,8,3,0,1,0,0
16016,16381,2,12.4,2,2,0,0,0,0,0,0,0,0,67,3,4,2,11,87,2,0,5,179,1,8,3,0,1,0,4
16017,16382,2,12.5,2,2,0,0,0,0,0,0,0,1,67,3,12,2,11,87,2,0,5,179,1,8,3,0,1,0,4
16018,16383,2,12.6,2,4,0,0,0,0,0,0,0,0,68,3,1,2,11,17,2,1,6,179,1,8,3,0,1,0,8
16019,16384,2,13.1,2,0,0,1,0,0,0,0,0,6,68,3,8,2,11,87,2,0,5,203,1,15,4,1,0,0,0
16020,16385,2,13.2,2,0,0,0,0,0,0,0,0,2,74,3,0,2,11,87,2,0,5,203,1,15,4,0,0,0,0
16021,16386,2,13.3,1,2,0,0,0,0,0,0,0,1,76,3,8,2,11,87,2,0,5,203,1,15,4,0,1,0,2
16022,16387,2,13.4,1,2,0,0,0,0,0,0,0,1,77,3,8,2,11,17,2,1,6,203,1,15,4,0,1,0,2
16023,16388,2,13.5,1,0,0,0,0,0,0,0,0,1,78,3,8,2,11,87,2,0,5,203,1,15,4,0,1,0,0
16024,16389,2,13.6,0,0,0,1,0,0,0,0,0,6,79,3,16,2,11,17,2,1,6,203,1,15,4,1,0,0,0
16025,16390,2,14.1,1,2,0,0,0,0,0,0,0,1,85,3,4,2,11,87,2,0,5,30,1,4,3,0,1,0,2
16026,16391,2,14.2,2,2,0,0,0,0,0,0,0,1,86,3,1,2,11,17,2,1,6,30,1,4,3,0,1,0,4
16027,16392,2,14.3,1,4,0,0,0,0,0,1,0,1,87,3,6,2,11,87,2,0,5,30,1,4,3,0,1,0,4
16028,16393,2,14.3,1,4,0,0,0,0,0,0,0,1,88,3,11,2,11,87,2,0,5,30,1,4,3,0,1,0,4
16029,16394,2,14.4,2,2,1,0,0,0,0,0,0,4,89,3,1,2,11,17,2,1,6,30,1,4,3,1,0,0,4
16030,16395,2,14.5,2,3,0,0,0,0,0,0,0,2,93,3,11,2,11,17,2,1,6,30,1,4,3,0,0,0,6
16031,16396,2,14.6,2,4,0,0,0,0,0,0,0,0,95,3,1,2,11,17,2,1,6,30,1,4,3,0,1,0,8
16032,16397,2,15.1,1,4,0,0,0,0,0,0,0,2,95,3,19,2,11,87,2,0,5,92,1,13,0,0,0,0,4
16033,16398,2,15.2,1,4,0,0,0,0,0,0,0,1,97,3,19,2,11,87,2,0,5,92,1,13,0,0,1,0,4
16034,16399,2,15.3,2,4,0,0,0,0,0,0,0,2,98,3,11,2,11,17,2,1,6,92,1,13,0,0,0,0,8
16035,16400,2,15.4,2,4,0,0,1,0,0,0,0,0,100,3,11,2,11,17,2,1,6,92,1,13,0,0,1,0,8
16036,16401,2,15.5,1,0,0,0,0,0,0,0,0,1,100,4,8,2,11,350,2,1,1,92,1,13,0,0,1,0,0
16037,16402,2,15.6,1,2,0,0,0,0,0,0,0,1,101,4,4,2,11,87,2,0,5,92,1,13,0,0,1,0,2
16038,16403,2,16.1,1,4,0,0,0,0,0,0,0,1,102,4,4,2,11,87,2,0,5,30,1,4,3,0,1,1,4
16039,16404,2,16.2,2,2,0,0,0,0,0,0,0,0,103,4,12,2,11,350,2,1,1,30,1,4,3,0,1,1,4
16040,16405,2,16.3,1,3,1,0,0,0,0,0,0,4,103,4,11,2,11,350,2,1,1,30,1,4,3,1,0,1,3
16041,16406,2,16.4,2,2,0,0,0,0,0,0,0,1,107,4,19,2,11,350,2,1,1,30,1,4,3,0,1,1,4
16042,16407,2,16.5,2,2,0,0,0,0,0,0,0,1,108,4,0,2,11,87,2,0,5,30,1,4,3,0,1,1,4
16043,16408,2,16.6,2,4,0,0,0,0,0,0,0,0,109,4,18,2,11,350,2,1,1,30,1,4,3,0,1,1,8
16044,16409,2,17.1,1,0,0,1,0,0,0,0,0,6,109,4,20,2,11,87,2,0,5,203,1,15,4,1,0,1,0
16045,16410,2,17.2,2,0,0,1,0,0,0,0,0,6,115,4,0,2,11,87,2,0,5,203,1,15,4,1,0,1,0
16046,16411,2,17.3,1,4,0,0,0,0,1,0,0,1,121,4,4,2,11,87,2,0,5,203,1,15,4,0,1,1,4
16047,16412,2,17.4,1,2,0,0,1,0,0,0,0,0,122,4,15,2,11,350,2,1,1,203,1,15,4,0,1,1,2
16048,16413,2,17.5,2,2,0,0,0,0,0,0,0,0,122,5,1,2,11,373,2,0,3,203,1,15,4,0,1,1,4
16049,16414,2,17.6,1,0,0,0,0,0,0,0,0,0,122,5,4,2,11,373,2,0,3,203,1,15,4,0,1,1,0
16050,16415,2,18.1,2,4,1,0,0,0,0,0,0,4,122,5,1,2,11,87,2,0,5,179,1,8,3,1,0,1,8
16051,16416,2,18.2,2,4,0,0,0,0,0,0,0,0,126,5,1,2,11,87,2,0,5,179,1,8,3,0,1,1,8
16052,16417,2,18.3,1,2,0,0,0,0,0,0,0,0,126,5,4,2,11,87,2,0,5,179,1,8,3,0,1,1,2
16053,16418,2,18.4,2,5,0,0,0,0,0,0,0,1,126,5,1,2,11,87,2,0,5,179,1,8,3,0,1,1,10
16054,16419,2,18.5,1,3,0,0,0,0,0,0,0,1,127,5,1,2,11,373,2,0,3,179,1,8,3,0,1,1,3
16055,16420,2,18.6,2,3,0,0,0,0,0,0,0,0,128,5,11,2,11,87,2,0,5,179,1,8,3,0,1,1,6
16056,16421,2,1.1,1,2,0,0,1,0,0,0,0,0,3,0,0,2,11,284,5,0,9,30,1,4,3,0,1,0,2
16057,16422,2,1.2,1,2,0,0,0,0,0,0,0,0,3,1,3,2,11,302,2,0,7,30,1,4,3,0,1,0,2
16058,16423,2,1.3,2,2,0,0,1,0,0,0,0,0,3,1,4,2,11,302,2,0,7,30,1,4,3,0,1,0,4
16059,16424,2,1.4,1,0,1,0,0,0,0,0,0,4,3,2,4,2,11,17,2,1,6,30,1,4,3,1,0,0,0
16060,16425,2,1.5,1,2,0,0,0,0,0,0,0,0,7,2,3,2,11,17,2,1,6,30,1,4,3,0,1,0,2
16061,16426,2,1.6,2,4,0,0,0,0,0,0,0,0,7,2,6,2,11,17,2,1,6,30,1,4,3,0,1,0,8
16062,16427,2,2.1,2,2,0,0,0,0,0,0,0,0,7,2,3,2,11,346,0,1,5,36,1,11,3,0,1,0,4
16063,16428,2,2.2,2,4,0,0,0,0,0,0,0,1,7,2,19,2,11,346,0,1,5,36,1,11,3,0,1,0,8
16064,16429,2,2.3,2,4,0,0,0,0,0,0,0,0,8,2,1,2,11,17,2,1,6,36,1,11,3,0,1,0,8
16065,16430,2,2.4,1,2,0,0,0,0,0,0,0,1,8,2,12,2,11,17,2,1,6,36,1,11,3,0,1,0,2
16066,16431,2,2.5,2,4,0,0,0,0,0,0,0,0,9,2,12,2,11,346,0,1,5,36,1,11,3,0,1,0,8
16067,16432,2,2.6,2,5,0,0,0,0,0,0,0,0,9,2,18,2,11,346,0,1,5,36,1,11,3,0,1,0,10
16068,16433,2,19.1,0,4,0,0,0,0,0,0,0,0,128,5,4,2,11,373,2,0,3,36,1,11,3,0,1,1,0
16069,16434,2,19.2,1,4,0,0,0,0,0,0,0,1,128,5,12,2,11,373,2,0,3,36,1,11,3,0,1,1,4
16070,16435,2,19.3,1,3,1,0,0,0,0,0,0,4,129,5,11,2,11,87,2,0,5,36,1,11,3,1,0,1,3
16071,16436,2,19.4,2,0,1,0,0,0,0,0,0,4,133,5,0,2,11,87,2,0,5,36,1,11,3,1,0,1,0
16072,16437,2,3.1,1,2,0,0,0,0,0,0,0,0,9,2,4,2,11,17,2,1,6,30,1,4,3,0,1,0,2
16073,16438,2,3.2,2,2,0,0,0,0,0,0,0,0,9,2,0,2,11,17,2,1,6,30,1,4,3,0,1,0,4
16074,16439,2,3.3,2,3,1,0,0,0,0,0,0,4,9,2,1,2,11,17,2,1,6,30,1,4,3,1,0,0,6
16075,16440,2,3.4,2,2,0,0,0,0,0,0,0,0,13,2,0,2,11,17,2,1,6,30,1,4,3,0,1,0,4
16076,16441,2,3.5,1,4,0,0,0,0,0,0,0,0,13,2,3,2,11,17,2,1,6,30,1,4,3,0,1,0,4
16077,16442,2,3.6,2,0,0,0,0,0,0,0,0,0,13,2,8,2,11,17,2,1,6,30,1,4,3,0,1,0,0
16078,16443,2,4.1,1,4,0,0,0,0,0,0,0,0,13,2,4,2,11,346,0,1,5,36,1,11,3,0,1,0,4
16079,16444,2,4.2,2,4,0,0,0,0,0,0,0,0,13,2,0,2,11,346,0,1,5,36,1,11,3,0,1,0,8
16080,16445,2,4.3,1,2,0,0,0,0,1,0,0,1,13,2,4,2,11,346,0,1,5,36,1,11,3,0,1,0,2
16081,16446,2,4.4,2,2,0,0,0,0,0,0,0,1,14,2,0,2,11,17,2,1,6,36,1,11,3,0,1,0,4
16082,16447,2,4.5,2,2,0,0,0,0,0,0,0,0,15,2,3,2,11,346,0,1,5,36,1,11,3,0,1,0,4
16083,16448,2,4.6,2,3,0,1,0,0,0,0,0,6,15,2,16,2,11,346,0,1,5,36,1,11,3,1,0,0,6
16084,16449,2,5.1,2,0,0,0,0,0,0,0,0,1,21,2,0,2,11,17,2,1,6,179,1,8,3,0,1,0,0
16085,16450,2,5.2,2,4,0,0,0,0,0,0,0,1,22,2,19,2,11,346,0,1,5,179,1,8,3,0,1,0,8
16086,16451,2,5.3,2,4,0,0,0,0,0,0,0,1,23,2,12,2,11,17,2,1,6,179,1,8,3,0,1,0,8
16087,16452,2,5.4,2,2,0,0,1,0,0,0,0,0,24,2,13,2,11,346,0,1,5,179,1,8,3,0,1,0,4
16088,16453,2,5.5,2,2,0,0,0,0,0,0,0,0,24,3,4,2,11,87,2,0,5,179,1,8,3,0,1,0,4
16089,16454,2,5.6,2,4,0,0,0,0,0,0,0,0,24,3,6,2,11,87,2,0,5,179,1,8,3,0,1,0,8
16090,16455,2,6.1,2,2,0,0,0,0,0,0,0,1,24,3,4,2,11,17,2,1,6,92,1,13,0,0,1,0,4
16091,16456,2,6.2,2,4,0,0,0,0,0,0,0,0,25,3,6,2,11,87,2,0,5,92,1,13,0,0,1,0,8
16092,16457,2,6.3,2,0,0,0,0,0,0,0,0,0,25,3,12,2,11,87,2,0,5,92,1,13,0,0,1,0,0
16093,16458,2,6.4,2,0,0,0,0,0,0,0,0,1,25,3,8,2,11,87,2,0,5,92,1,13,0,0,1,0,0
16094,16459,2,6.5,2,2,1,0,0,0,0,0,0,4,26,3,0,2,11,17,2,1,6,92,1,13,0,1,0,0,4
16095,16460,2,6.6,1,2,0,0,0,0,0,0,0,2,30,3,4,2,11,17,2,1,6,92,1,13,0,0,0,0,2
16096,16461,2,7.1,2,2,0,0,0,0,0,0,0,0,32,3,3,2,11,87,2,0,5,179,1,8,3,0,1,0,4
16097,16462,2,7.2,2,3,0,0,0,0,0,0,0,0,32,3,6,2,11,87,2,0,5,179,1,8,3,0,1,0,6
16098,16463,2,7.3,2,4,0,0,0,0,0,0,0,1,32,3,19,2,11,87,2,0,5,179,1,8,3,0,1,0,8
16099,16464,2,7.4,2,4,0,0,0,0,0,0,0,0,33,3,3,2,11,17,2,1,6,179,1,8,3,0,1,0,8
16100,16465,2,7.5,2,0,0,0,0,0,0,0,0,0,33,3,8,2,11,17,2,1,6,179,1,8,3,0,1,0,0
16101,16466,2,7.6,1,2,0,0,0,0,0,0,0,0,33,3,4,2,11,17,2,1,6,179,1,8,3,0,1,0,2
16102,16467,2,8.1,1,4,0,0,0,0,0,0,0,1,33,3,3,2,11,87,2,0,5,92,1,13,0,0,1,0,4
16103,16468,2,8.2,2,4,0,0,0,0,0,0,0,0,34,3,3,2,11,17,2,1,6,92,1,13,0,0,1,0,8
16104,16469,2,8.3,1,2,0,0,0,0,0,0,0,1,34,3,4,2,11,17,2,1,6,92,1,13,0,0,1,0,2
16105,16470,2,8.4,1,4,0,0,0,0,0,0,0,0,35,3,3,2,11,87,2,0,5,92,1,13,0,0,1,0,4
16106,16471,2,8.5,2,2,0,0,0,0,0,0,0,0,35,3,12,2,11,87,2,0,5,92,1,13,0,0,1,0,4
16107,16472,2,8.6,1,3,0,0,0,0,0,0,0,0,35,3,5,2,11,87,2,0,5,92,1,13,0,0,1,0,3
16108,16473,1,0.1,1,4,0,0,0,0,0,0,0,0,0,0,4,2,3,88,2,0,6,106,1,1,3,0,1,0,4
16109,16474,1,0.2,2,4,0,0,0,0,0,0,0,1,0,0,1,2,3,88,2,0,6,106,1,1,3,0,1,0,8
16110,16475,1,0.3,1,4,0,0,0,0,0,0,0,2,1,0,11,2,3,15,2,1,7,106,1,1,3,0,0,0,4
16111,16476,1,0.4,1,4,0,0,0,0,0,0,0,0,3,0,0,2,3,15,2,1,7,106,1,1,3,0,1,0,4
16112,16477,1,0.5,1,4,0,0,0,0,0,0,0,2,3,0,11,2,3,15,2,1,7,106,1,1,3,0,0,0,4
16113,16478,1,0.6,2,2,0,0,0,0,0,0,0,0,5,0,6,2,3,15,2,1,7,106,1,1,3,0,1,0,4
16114,16479,1,9.1,1,2,0,0,0,0,0,0,0,1,68,2,11,2,3,15,2,1,7,87,1,7,2,0,1,0,2
16115,16480,1,9.2,1,2,0,0,0,0,0,0,0,0,69,2,4,2,3,117,2,1,2,87,1,7,2,0,1,0,2
16116,16481,1,9.3,0,0,0,0,0,0,0,0,0,0,69,2,15,2,3,117,2,1,2,87,1,7,2,0,1,0,0
16117,16482,1,9.4,0,4,0,0,0,0,0,0,0,0,69,2,16,2,3,117,2,1,2,87,1,7,2,0,1,0,0
16118,16483,1,9.5,0,2,0,0,0,0,0,2,0,2,69,2,4,2,3,117,2,1,2,87,1,7,2,0,0,0,0
16119,16484,1,9.5,1,2,0,0,0,0,1,0,0,1,71,2,4,2,3,15,2,1,7,87,1,7,2,0,1,0,2
16120,16485,1,9.6,1,0,0,1,0,0,0,0,0,6,72,2,20,2,3,117,2,1,2,87,1,7,2,1,0,0,0
16121,16486,1,10.1,2,4,0,0,0,0,0,0,0,0,78,2,1,2,3,15,2,1,7,106,1,1,3,0,1,0,8
16122,16487,1,10.2,1,4,0,0,0,0,0,0,0,0,78,2,1,2,3,15,2,1,7,106,1,1,3,0,1,0,4
16123,16488,1,10.3,4,0,1,0,0,0,0,0,0,4,78,2,0,2,3,15,2,1,7,106,1,1,3,1,0,0,0
16124,16489,1,10.4,1,4,0,0,0,0,0,0,0,1,82,2,11,2,3,15,2,1,7,106,1,1,3,0,1,0,4
16125,16490,1,10.5,1,3,0,0,0,0,0,1,0,1,83,2,6,2,3,117,2,1,2,106,1,1,3,0,1,0,3
16126,16491,1,10.5,4,0,0,0,1,0,0,0,0,0,84,2,18,2,3,117,2,1,2,106,1,1,3,0,1,0,0
16127,16492,1,10.6,1,2,0,0,0,0,0,0,0,0,84,3,3,2,3,221,2,1,2,106,1,1,3,0,1,0,2
16128,16493,1,11.1,1,2,0,0,0,0,0,0,0,0,84,3,21,2,3,15,2,1,7,86,1,18,0,0,1,0,2
16129,16494,1,11.2,1,2,0,0,0,0,0,0,0,1,84,3,4,2,3,15,2,1,7,86,1,18,0,0,1,0,2
16130,16495,1,11.3,2,4,0,0,0,0,0,0,0,0,85,3,1,2,3,221,2,1,2,86,1,18,0,0,1,0,8
16131,16496,1,11.4,2,2,0,0,0,0,0,0,0,1,85,3,8,2,3,221,2,1,2,86,1,18,0,0,1,0,4
