,Unnamed: 0,inningNumber,oversActual,pitchLine,pitchLength,isFour,isSix,isWicket,byes,legbyes,wides,noballs,run,totalRuns,totalWickets,shotType,time_of_day,Ground Name,Batsman_Name,Batsman_Role,Batsman_Batting_Style,Batsman_Playing_Role,Bowler_Name,Bowler_Role,Bowler_Bowling_Style,Bowler_Playing_Role,isBoundary,isGoodBall,isDeathOver,line_x_length
0,0,1,0.1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,360,2,1,6,47,1,4,3,0,1,0,2
1,1,1,0.2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,360,2,1,6,47,1,4,3,0,1,0,4
2,2,1,0.3,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,360,2,1,6,47,1,4,3,0,1,0,2
3,3,1,0.4,1,2,0,0,0,0,0,0,0,0,0,0,4,0,1,360,2,1,6,47,1,4,3,0,1,0,2
4,4,1,0.5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,360,2,1,6,47,1,4,3,0,1,0,2
5,5,1,0.6,2,2,0,0,0,0,0,0,0,0,0,1,3,0,1,4,0,0,1,47,1,4,3,0,1,0,4
6,6,1,9.1,2,4,0,0,0,0,0,0,0,1,63,2,8,0,1,4,0,0,1,139,1,6,6,0,1,0,8
7,7,1,9.2,1,3,0,0,0,0,0,0,0,1,64,2,11,0,1,72,2,0,0,139,1,6,6,0,1,0,3
8,8,1,9.3,1,2,0,0,0,0,2,0,0,2,65,2,17,0,1,4,0,0,1,139,1,6,6,0,0,0,2
9,9,1,9.4,4,0,0,0,0,0,0,0,0,1,67,2,0,0,1,4,0,0,1,139,1,6,6,0,1,0,0
10,10,1,9.5,0,2,0,0,0,0,0,0,0,1,68,2,21,0,1,72,2,0,0,139,1,6,6,0,1,0,0
11,11,1,9.6,0,0,0,0,0,0,0,0,0,1,69,2,4,0,1,4,0,0,1,139,1,6,6,0,1,0,0
12,12,1,10.1,2,4,0,0,0,0,0,0,0,1,70,2,8,0,1,4,0,0,1,28,2,17,7,0,1,0,8
13,13,1,10.2,2,2,0,0,0,0,0,0,0,1,71,2,4,0,1,72,2,0,0,28,2,17,7,0,1,0,4
14,14,1,10.3,1,2,0,0,0,0,0,0,0,1,72,2,4,0,1,4,0,0,1,28,2,17,7,0,1,0,2
15,15,1,10.4,4,2,0,0,0,0,0,0,0,1,73,2,0,0,1,72,2,0,0,28,2,17,7,0,1,0,8
16,16,1,10.5,2,0,0,0,0,0,0,0,0,0,74,2,0,0,1,4,0,0,1,28,2,17,7,0,1,0,0
17,17,1,10.6,2,3,0,1,0,0,0,0,0,6,74,2,11,0,1,4,0,0,1,28,2,17,7,1,0,0,6
18,18,1,11.1,2,5,0,0,0,0,0,0,0,0,80,2,3,0,1,72,2,0,0,174,1,13,0,0,1,0,10
19,19,1,11.2,0,4,0,0,0,0,0,0,0,1,80,2,12,0,1,72,2,0,0,174,1,13,0,0,1,0,0
20,20,1,11.3,0,4,0,0,1,0,0,0,0,0,81,2,4,0,1,4,0,0,1,174,1,13,0,0,1,0,0
21,21,1,11.4,0,2,0,0,0,0,0,0,0,0,81,3,12,0,1,4,0,0,1,174,1,13,0,0,1,0,0
22,22,1,11.5,0,4,1,0,0,0,0,0,0,4,81,3,4,0,1,4,0,0,1,174,1,13,0,1,0,0,0
23,23,1,11.6,1,0,0,0,0,0,0,0,0,0,85,3,12,0,1,4,0,0,1,174,1,13,0,0,1,0,0
24,24,1,12.1,2,0,0,0,0,0,0,0,0,0,85,3,8,0,1,307,2,0,5,264,1,18,6,0,1,0,0
25,25,1,12.2,2,2,0,0,0,0,0,0,0,0,85,3,1,0,1,307,2,0,5,264,1,18,6,0,1,0,4
26,26,1,12.3,4,2,0,0,0,0,0,0,0,0,85,3,1,0,1,307,2,0,5,264,1,18,6,0,1,0,8
27,27,1,12.4,2,4,0,0,0,0,0,0,0,1,85,3,1,0,1,307,2,0,5,264,1,18,6,0,1,0,8
28,28,1,12.5,4,0,1,0,0,0,0,0,0,4,86,3,0,0,1,4,0,0,1,264,1,18,6,1,0,0,0
29,29,1,12.6,2,0,0,1,0,0,0,0,0,6,90,3,20,0,1,4,0,0,1,264,1,18,6,1,0,0,0
30,30,1,13.1,0,2,0,0,0,0,1,0,0,1,96,3,4,0,1,307,2,0,5,174,1,13,0,0,1,0,0
31,31,1,13.2,1,4,0,0,0,0,0,0,0,1,97,3,4,0,1,4,0,0,1,174,1,13,0,0,1,0,4
32,32,1,13.3,0,4,0,0,0,0,0,0,0,0,98,3,0,0,1,307,2,0,5,174,1,13,0,0,1,0,0
33,33,1,13.4,1,4,0,0,0,0,0,0,0,2,98,3,1,0,1,307,2,0,5,174,1,13,0,0,0,0,4
34,34,1,13.5,1,0,0,0,0,0,0,0,0,1,100,3,8,0,1,307,2,0,5,174,1,13,0,0,1,0,0
35,35,1,13.6,0,4,0,0,0,0,0,0,0,1,101,3,4,0,1,4,0,0,1,174,1,13,0,0,1,0,0
36,36,1,14.1,1,2,0,0,1,0,0,0,0,0,102,3,16,0,1,4,0,0,1,135,1,11,3,0,1,0,2
37,37,1,14.2,1,4,0,0,0,0,0,0,0,0,102,4,1,0,1,307,2,0,5,135,1,11,3,0,1,0,4
38,38,1,14.3,1,4,0,0,0,0,0,0,0,1,102,4,12,0,1,307,2,0,5,135,1,11,3,0,1,0,4
39,39,1,14.4,1,2,0,0,0,0,0,0,0,1,103,4,4,0,1,255,2,1,3,135,1,11,3,0,1,0,2
40,40,1,14.5,2,3,1,0,0,0,0,0,0,4,104,4,16,0,1,307,2,0,5,135,1,11,3,1,0,0,6
41,41,1,14.6,1,4,1,0,0,0,0,0,0,4,108,4,4,0,1,307,2,0,5,135,1,11,3,1,0,0,4
42,42,1,15.1,1,0,0,0,1,0,0,0,0,0,112,4,8,0,1,255,2,1,3,264,1,18,6,0,1,0,0
43,43,1,15.2,4,0,0,0,0,0,0,0,0,1,112,5,0,0,1,314,2,0,9,264,1,18,6,0,1,0,0
44,44,1,15.3,0,4,0,0,1,0,0,0,0,0,113,5,14,0,1,307,2,0,5,264,1,18,6,0,1,0,0
45,45,1,15.4,4,2,0,0,0,0,0,0,0,0,113,6,4,0,1,165,2,1,9,264,1,18,6,0,1,0,8
46,46,1,15.5,1,2,0,0,1,0,0,0,0,0,113,6,4,0,1,165,2,1,9,264,1,18,6,0,1,0,2
47,48,1,16.1,2,2,0,0,0,0,0,0,0,0,113,7,1,0,1,314,2,0,9,47,1,4,3,0,1,1,4
48,49,1,16.2,2,0,0,0,0,0,1,0,0,1,113,7,4,0,1,314,2,0,9,47,1,4,3,0,1,1,0
49,50,1,16.3,2,3,0,0,0,0,0,0,0,0,114,7,6,0,1,84,2,1,3,47,1,4,3,0,1,1,6
50,51,1,16.4,1,2,0,0,0,0,0,0,0,1,114,7,16,0,1,84,2,1,3,47,1,4,3,0,1,1,2
51,52,1,16.5,1,2,0,0,0,0,0,0,0,2,115,7,10,0,1,314,2,0,9,47,1,4,3,0,0,1,2
52,53,1,16.6,2,4,0,0,1,0,0,0,0,0,117,7,11,0,1,314,2,0,9,47,1,4,3,0,1,1,8
53,54,1,17.1,2,0,0,0,0,0,0,0,0,1,117,8,8,0,1,180,2,1,3,264,1,18,6,0,1,1,0
54,55,1,17.2,1,0,0,0,1,0,0,0,0,0,118,8,8,0,1,84,2,1,3,264,1,18,6,0,1,1,0
55,56,1,17.3,2,2,0,0,0,0,0,0,0,1,118,9,12,0,1,180,2,1,3,264,1,18,6,0,1,1,4
56,57,1,17.4,2,0,0,0,0,0,0,0,0,0,119,9,12,0,1,253,2,1,3,264,1,18,6,0,1,1,0
57,58,1,17.5,0,2,0,0,0,0,0,1,0,1,119,9,4,0,1,253,2,1,3,264,1,18,6,0,1,1,0
58,59,1,17.5,2,2,0,0,0,0,0,0,0,0,120,9,12,0,1,253,2,1,3,264,1,18,6,0,1,1,4
59,60,1,17.6,1,0,0,0,0,0,0,0,0,0,120,9,4,0,1,253,2,1,3,264,1,18,6,0,1,1,0
60,61,1,18.1,2,0,0,0,0,0,0,0,0,0,120,9,0,0,1,180,2,1,3,47,1,4,3,0,1,1,0
61,62,1,18.2,2,0,0,0,0,0,0,0,0,1,120,9,8,0,1,180,2,1,3,47,1,4,3,0,1,1,0
62,63,1,18.3,2,2,0,0,0,0,0,0,0,1,121,9,4,0,1,253,2,1,3,47,1,4,3,0,1,1,4
63,64,1,18.4,2,2,0,0,0,0,0,0,0,1,122,9,4,0,1,180,2,1,3,47,1,4,3,0,1,1,4
64,65,1,18.5,2,3,0,0,0,0,0,0,0,0,123,9,6,0,1,253,2,1,3,47,1,4,3,0,1,1,6
65,66,1,18.6,2,0,0,0,0,0,0,0,0,1,123,9,8,0,1,253,2,1,3,47,1,4,3,0,1,1,0
66,67,1,1.1,2,2,0,0,0,0,0,0,0,0,0,1,8,0,1,190,2,1,6,135,1,11,3,0,1,0,4
67,68,1,1.2,2,2,0,0,0,0,0,0,0,0,0,1,3,0,1,190,2,1,6,135,1,11,3,0,1,0,4
68,69,1,1.3,2,4,0,0,1,0,0,0,0,0,0,1,11,0,1,190,2,1,6,135,1,11,3,0,1,0,8
69,70,1,1.4,2,2,0,0,0,0,0,0,0,0,0,2,6,0,1,72,2,0,0,135,1,11,3,0,1,0,4
70,71,1,1.5,1,2,0,0,0,0,0,0,0,0,0,2,3,0,1,72,2,0,0,135,1,11,3,0,1,0,2
71,72,1,1.6,0,2,0,0,0,0,0,0,0,1,0,2,4,0,1,72,2,0,0,135,1,11,3,0,1,0,0
72,73,1,2.1,1,2,0,0,0,0,1,0,0,1,1,2,4,0,1,72,2,0,0,47,1,4,3,0,1,0,2
73,74,1,2.2,1,2,0,0,0,0,0,0,0,0,2,2,4,0,1,4,0,0,1,47,1,4,3,0,1,0,2
74,75,1,2.3,4,0,0,0,0,0,0,0,0,0,2,2,18,0,1,4,0,0,1,47,1,4,3,0,1,0,0
75,76,1,2.4,2,2,0,0,0,0,0,0,0,1,2,2,1,0,1,4,0,0,1,47,1,4,3,0,1,0,4
76,77,1,2.5,4,0,1,0,0,0,0,0,0,4,3,2,0,0,1,72,2,0,0,47,1,4,3,1,0,0,0
77,78,1,2.6,4,2,1,0,0,0,0,0,0,4,7,2,8,0,1,72,2,0,0,47,1,4,3,1,0,0,8
78,79,1,19.1,2,0,0,0,0,0,0,0,0,1,124,9,8,0,1,253,2,1,3,264,1,18,6,0,1,1,0
79,80,1,19.2,4,0,0,0,0,0,0,0,0,1,125,9,8,0,1,180,2,1,3,264,1,18,6,0,1,1,0
80,81,1,19.3,4,2,0,0,0,0,0,0,0,1,126,9,8,0,1,253,2,1,3,264,1,18,6,0,1,1,8
81,82,1,19.4,2,0,0,0,0,0,0,0,0,1,127,9,0,0,1,180,2,1,3,264,1,18,6,0,1,1,0
82,83,1,19.5,4,2,0,0,0,0,0,0,0,0,128,9,16,0,1,253,2,1,3,264,1,18,6,0,1,1,8
83,84,1,19.6,1,5,0,0,0,0,0,0,0,1,128,9,4,0,1,253,2,1,3,264,1,18,6,0,1,1,5
84,85,1,3.1,1,2,0,0,0,0,0,0,0,0,11,2,0,0,1,4,0,0,1,135,1,11,3,0,1,0,2
85,86,1,3.2,1,4,0,0,0,0,0,0,0,0,11,2,3,0,1,4,0,0,1,135,1,11,3,0,1,0,4
86,87,1,3.3,1,4,1,0,0,0,0,0,0,4,11,2,0,0,1,4,0,0,1,135,1,11,3,1,0,0,4
87,88,1,3.4,2,1,1,0,0,0,0,0,0,4,15,2,8,0,1,4,0,0,1,135,1,11,3,1,0,0,2
88,89,1,3.5,1,2,0,0,0,0,0,0,0,0,19,2,16,0,1,4,0,0,1,135,1,11,3,0,1,0,2
89,90,1,3.6,1,2,0,0,0,0,0,0,0,0,19,2,0,0,1,4,0,0,1,135,1,11,3,0,1,0,2
90,91,1,4.1,4,4,1,0,0,0,0,0,0,4,19,2,8,0,1,72,2,0,0,28,2,17,7,1,0,0,16
91,92,1,4.2,2,2,0,0,0,0,0,0,0,1,23,2,0,0,1,72,2,0,0,28,2,17,7,0,1,0,4
92,93,1,4.3,1,2,0,0,0,0,0,0,0,0,24,2,12,0,1,4,0,0,1,28,2,17,7,0,1,0,2
93,94,1,4.4,1,4,0,0,0,0,0,0,0,2,24,2,4,0,1,4,0,0,1,28,2,17,7,0,0,0,4
94,95,1,4.5,2,2,0,0,0,0,0,0,0,0,26,2,12,0,1,4,0,0,1,28,2,17,7,0,1,0,4
95,96,1,4.6,1,2,0,0,0,0,0,0,0,0,26,2,0,0,1,4,0,0,1,28,2,17,7,0,1,0,2
96,97,1,5.1,0,2,0,0,0,0,1,0,0,1,26,2,4,0,1,72,2,0,0,174,1,13,0,0,1,0,0
97,98,1,5.2,0,4,0,0,0,0,0,0,0,2,27,2,4,0,1,4,0,0,1,174,1,13,0,0,0,0,0
98,99,1,5.3,1,2,0,0,0,0,0,0,0,1,29,2,8,0,1,4,0,0,1,174,1,13,0,0,1,0,2
99,100,1,5.4,1,2,0,1,0,0,0,0,0,6,30,2,4,0,1,72,2,0,0,174,1,13,0,1,0,0,2
100,101,1,5.5,2,2,1,0,0,0,0,0,0,4,36,2,16,0,1,72,2,0,0,174,1,13,0,1,0,0,4
101,102,1,5.6,1,1,0,0,0,0,0,0,0,0,40,2,4,0,1,72,2,0,0,174,1,13,0,0,1,0,1
102,103,1,6.1,4,2,0,0,0,0,0,0,0,1,40,2,4,0,1,4,0,0,1,28,2,17,7,0,1,0,8
103,104,1,6.2,2,2,0,0,0,0,0,0,0,0,41,2,12,0,1,72,2,0,0,28,2,17,7,0,1,0,4
104,105,1,6.3,4,4,0,0,0,0,0,0,0,2,41,2,4,0,1,72,2,0,0,28,2,17,7,0,0,0,16
105,106,1,6.4,2,2,0,0,0,0,0,0,0,1,43,2,4,0,1,72,2,0,0,28,2,17,7,0,1,0,4
106,107,1,6.5,1,2,0,0,0,0,0,0,0,1,44,2,8,0,1,4,0,0,1,28,2,17,7,0,1,0,2
107,108,1,6.6,2,4,0,0,0,0,0,0,0,1,45,2,4,0,1,72,2,0,0,28,2,17,7,0,1,0,8
108,109,1,7.1,1,4,0,0,0,0,0,0,0,1,46,2,4,0,1,72,2,0,0,139,1,6,6,0,1,0,4
109,110,1,7.2,3,3,0,1,0,0,0,0,0,6,47,2,11,0,1,4,0,0,1,139,1,6,6,1,0,0,9
110,111,1,7.3,4,0,0,0,0,0,0,0,0,1,53,2,21,0,1,4,0,0,1,139,1,6,6,0,1,0,0
111,112,1,7.4,2,4,0,0,0,0,0,0,0,1,54,2,1,0,1,72,2,0,0,139,1,6,6,0,1,0,8
112,113,1,7.5,2,4,0,0,0,0,0,0,0,2,55,2,1,0,1,4,0,0,1,139,1,6,6,0,0,0,8
113,114,1,7.6,2,4,0,0,0,0,0,0,0,1,57,2,1,0,1,4,0,0,1,139,1,6,6,0,1,0,8
114,115,1,8.1,2,0,0,0,0,0,0,0,0,0,58,2,20,0,1,4,0,0,1,28,2,17,7,0,1,0,0
115,116,1,8.2,4,4,0,0,0,0,0,0,0,1,58,2,8,0,1,4,0,0,1,28,2,17,7,0,1,0,16
116,117,1,8.3,2,2,0,0,0,0,0,0,0,1,59,2,8,0,1,72,2,0,0,28,2,17,7,0,1,0,4
117,118,1,8.4,2,2,0,0,0,0,0,0,0,1,60,2,3,0,1,4,0,0,1,28,2,17,7,0,1,0,4
118,119,1,8.5,4,4,0,0,0,0,0,0,0,1,61,2,8,0,1,72,2,0,0,28,2,17,7,0,1,0,16
119,120,1,8.6,1,2,0,0,0,0,0,0,0,1,62,2,17,0,1,4,0,0,1,28,2,17,7,0,1,0,2
120,121,2,0.1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,34,3,1,7,133,1,2,3,0,1,0,4
121,122,2,0.2,2,0,0,0,0,0,0,0,0,0,0,0,20,0,1,34,3,1,7,133,1,2,3,0,1,0,0
122,123,2,0.3,0,4,0,0,0,0,0,1,0,1,0,0,7,0,1,34,3,1,7,133,1,2,3,0,1,0,0
123,124,2,0.3,1,0,1,0,0,0,0,0,0,4,1,0,7,0,1,34,3,1,7,133,1,2,3,1,0,0,0
124,125,2,0.4,2,2,0,0,0,0,0,0,0,1,5,0,12,0,1,34,3,1,7,133,1,2,3,0,1,0,4
125,126,2,0.5,1,0,0,0,0,0,0,0,0,2,6,0,4,0,1,163,2,1,1,133,1,2,3,0,0,0,0
126,127,2,0.6,2,2,0,0,0,0,0,0,0,0,8,0,3,0,1,163,2,1,1,133,1,2,3,0,1,0,4
127,128,2,9.1,2,0,0,0,0,0,0,0,0,1,77,0,8,0,1,34,3,1,7,60,1,6,0,0,1,0,0
128,129,2,9.2,2,4,0,0,0,0,0,0,0,1,78,0,1,0,1,163,2,1,1,60,1,6,0,0,1,0,8
129,130,2,9.3,2,4,0,0,0,0,0,0,0,1,79,0,1,0,1,34,3,1,7,60,1,6,0,0,1,0,8
130,131,2,9.4,1,4,0,1,0,0,0,0,0,6,80,0,11,0,1,163,2,1,1,60,1,6,0,1,0,0,4
131,132,2,9.5,2,0,0,0,0,0,0,0,0,1,86,0,19,0,1,163,2,1,1,60,1,6,0,0,1,0,0
132,133,2,9.6,2,0,0,0,0,0,0,0,0,1,87,0,8,0,1,34,3,1,7,60,1,6,0,0,1,0,0
133,134,2,10.1,2,2,0,0,0,0,0,0,0,1,88,0,20,0,1,34,3,1,7,141,1,10,6,0,1,0,4
134,135,2,10.2,4,4,0,0,0,0,0,0,0,0,89,0,1,0,1,163,2,1,1,141,1,10,6,0,1,0,16
135,136,2,10.3,2,2,1,0,0,0,0,0,0,4,89,0,15,0,1,163,2,1,1,141,1,10,6,1,0,0,4
136,137,2,10.4,1,4,0,0,0,0,0,0,0,1,93,0,4,0,1,163,2,1,1,141,1,10,6,0,1,0,4
137,138,2,10.5,1,2,0,0,0,0,0,0,0,1,94,0,7,0,1,34,3,1,7,141,1,10,6,0,1,0,2
138,139,2,10.6,2,4,0,0,0,0,0,0,0,1,95,0,11,0,1,163,2,1,1,141,1,10,6,0,1,0,8
139,140,2,11.1,2,2,0,0,0,0,0,0,0,0,96,0,3,0,1,163,2,1,1,68,1,13,3,0,1,0,4
140,141,2,11.2,4,0,0,0,0,0,0,0,0,1,96,0,0,0,1,163,2,1,1,68,1,13,3,0,1,0,0
141,142,2,11.3,0,1,0,0,0,0,0,0,1,1,97,0,11,0,1,34,3,1,7,68,1,13,3,0,1,0,0
142,143,2,11.3,4,1,0,1,0,0,0,0,0,6,98,0,16,0,1,163,2,1,1,68,1,13,3,1,0,0,4
143,144,2,11.4,2,4,1,0,0,0,0,0,0,4,104,0,1,0,1,163,2,1,1,68,1,13,3,1,0,0,8
144,145,2,11.5,2,1,0,0,0,0,0,0,1,1,108,0,8,0,1,163,2,1,1,68,1,13,3,0,1,0,2
145,146,2,11.5,2,3,0,0,0,0,0,1,0,1,109,0,11,0,1,163,2,1,1,68,1,13,3,0,1,0,6
146,147,2,11.5,4,0,0,0,0,0,0,0,0,1,110,0,0,0,1,163,2,1,1,68,1,13,3,0,1,0,0
147,148,2,11.6,4,2,0,0,0,0,0,0,0,2,111,0,0,0,1,34,3,1,7,68,1,13,3,0,0,0,8
148,149,2,12.1,2,4,1,0,0,0,0,0,0,4,113,0,11,0,1,163,2,1,1,141,1,10,6,1,0,0,8
149,150,2,12.2,4,4,0,0,0,0,0,0,0,1,117,0,1,0,1,163,2,1,1,141,1,10,6,0,1,0,16
150,151,2,12.3,4,0,0,0,0,0,0,1,0,1,118,0,6,0,1,34,3,1,7,141,1,10,6,0,1,0,0
151,152,2,12.3,2,2,0,0,0,0,0,0,0,1,119,0,1,0,1,34,3,1,7,141,1,10,6,0,1,0,4
152,153,2,12.4,2,2,0,0,0,0,0,0,0,1,120,0,8,0,1,163,2,1,1,141,1,10,6,0,1,0,4
153,154,2,12.5,1,4,0,0,0,0,0,0,0,1,121,0,11,0,1,34,3,1,7,141,1,10,6,0,1,0,4
154,155,2,12.6,2,4,0,0,0,0,0,0,0,0,122,0,0,0,1,163,2,1,1,141,1,10,6,0,1,0,8
155,156,2,13.1,1,2,0,0,0,0,0,0,0,1,122,0,8,0,1,34,3,1,7,60,1,6,0,0,1,0,2
156,157,2,13.2,2,4,0,0,0,0,0,0,0,1,123,0,0,0,1,163,2,1,1,60,1,6,0,0,1,0,8
157,158,2,13.3,2,0,0,0,0,0,0,0,0,1,124,0,8,0,1,34,3,1,7,60,1,6,0,0,1,0,0
158,159,2,13.4,1,4,0,1,0,0,0,0,0,6,125,0,11,0,1,163,2,1,1,60,1,6,0,1,0,0,4
159,160,2,1.1,4,4,0,0,0,0,0,0,0,0,8,0,1,0,1,34,3,1,7,68,1,13,3,0,1,0,16
160,161,2,1.2,2,4,0,0,0,0,0,0,0,0,8,0,1,0,1,34,3,1,7,68,1,13,3,0,1,0,8
161,162,2,1.3,2,4,0,0,0,0,0,0,0,0,8,0,1,0,1,34,3,1,7,68,1,13,3,0,1,0,8
162,163,2,1.4,2,0,0,0,0,0,0,0,0,0,8,0,0,0,1,34,3,1,7,68,1,13,3,0,1,0,0
163,164,2,1.5,2,4,0,0,0,0,0,0,0,0,8,0,12,0,1,34,3,1,7,68,1,13,3,0,1,0,8
164,165,2,1.6,2,3,1,0,0,0,0,0,0,4,8,0,11,0,1,34,3,1,7,68,1,13,3,1,0,0,6
165,166,2,2.1,2,0,0,0,0,0,0,0,0,0,12,0,0,0,1,163,2,1,1,185,1,0,3,0,1,0,0
166,167,2,2.2,2,2,0,0,0,0,0,0,1,2,12,0,1,0,1,163,2,1,1,185,1,0,3,0,0,0,4
167,168,2,2.2,2,0,0,0,0,0,0,0,0,0,14,0,8,0,1,34,3,1,7,185,1,0,3,0,1,0,0
168,169,2,2.3,2,0,0,0,0,0,0,0,0,1,14,0,16,0,1,34,3,1,7,185,1,0,3,0,1,0,0
169,170,2,2.4,0,2,0,0,0,0,1,0,0,1,15,0,4,0,1,163,2,1,1,185,1,0,3,0,1,0,0
170,171,2,2.5,2,4,0,0,0,0,0,0,0,0,16,0,1,0,1,34,3,1,7,185,1,0,3,0,1,0,8
171,172,2,2.6,2,0,0,0,0,0,0,0,0,1,16,0,0,0,1,34,3,1,7,185,1,0,3,0,1,0,0
172,173,2,3.1,2,2,0,0,0,0,0,0,0,1,17,0,12,0,1,34,3,1,7,68,1,13,3,0,1,0,4
173,175,2,3.3,2,4,0,0,0,0,0,0,0,0,19,0,1,0,1,34,3,1,7,68,1,13,3,0,1,0,8
174,176,2,3.4,2,4,0,0,0,0,0,0,0,1,19,0,4,0,1,34,3,1,7,68,1,13,3,0,1,0,8
175,177,2,3.5,2,2,0,0,0,0,0,0,0,1,20,0,4,0,1,163,2,1,1,68,1,13,3,0,1,0,4
176,178,2,3.6,2,4,1,0,0,0,0,0,0,4,21,0,1,0,1,34,3,1,7,68,1,13,3,1,0,0,8
177,179,2,4.1,2,0,0,0,0,0,0,0,0,1,25,0,8,0,1,163,2,1,1,185,1,0,3,0,1,0,0
178,180,2,4.2,2,0,0,0,0,0,0,0,0,1,26,0,12,0,1,34,3,1,7,185,1,0,3,0,1,0,0
179,181,2,4.3,0,3,1,0,0,0,0,0,0,4,27,0,11,0,1,163,2,1,1,185,1,0,3,1,0,0,0
180,182,2,4.4,1,0,0,0,0,0,0,0,0,0,31,0,3,0,1,163,2,1,1,185,1,0,3,0,1,0,0
181,183,2,4.5,0,4,0,0,0,0,0,0,0,1,31,0,7,0,1,163,2,1,1,185,1,0,3,0,1,0,0
182,184,2,4.6,0,3,1,0,0,0,0,0,0,4,32,0,11,0,1,34,3,1,7,185,1,0,3,1,0,0,0
183,185,2,5.1,2,0,0,0,0,0,0,0,0,2,36,0,0,0,1,163,2,1,1,133,1,2,3,0,0,0,0
184,186,2,5.2,2,2,1,0,0,0,0,0,0,4,38,0,0,0,1,163,2,1,1,133,1,2,3,1,0,0,4
185,187,2,5.3,1,2,0,0,0,0,0,0,0,0,42,0,3,0,1,163,2,1,1,133,1,2,3,0,1,0,2
186,188,2,5.4,1,2,0,0,0,0,0,0,0,0,42,0,12,0,1,163,2,1,1,133,1,2,3,0,1,0,2
187,189,2,5.5,2,0,1,0,0,0,0,0,0,4,42,0,20,0,1,163,2,1,1,133,1,2,3,1,0,0,0
188,190,2,5.6,0,4,0,0,0,0,0,0,0,0,46,0,4,0,1,163,2,1,1,133,1,2,3,0,1,0,0
189,197,2,7.1,2,2,0,0,0,0,0,0,0,0,55,0,3,0,1,34,3,1,7,60,1,6,0,0,1,0,4
190,198,2,7.2,1,4,0,1,0,0,0,0,0,6,55,0,11,0,1,34,3,1,7,60,1,6,0,1,0,0,4
191,199,2,7.3,1,2,0,0,0,0,0,0,0,0,61,0,0,0,1,34,3,1,7,60,1,6,0,0,1,0,2
192,200,2,7.4,2,4,1,0,0,0,0,0,0,4,61,0,11,0,1,34,3,1,7,60,1,6,0,1,0,0,8
193,201,2,7.5,2,4,0,0,0,0,0,0,0,0,65,0,0,0,1,34,3,1,7,60,1,6,0,0,1,0,8
194,202,2,7.6,2,2,0,0,0,0,0,0,0,1,65,0,1,0,1,34,3,1,7,60,1,6,0,0,1,0,4
195,203,2,8.1,2,0,0,0,0,0,0,0,0,1,66,0,8,0,1,34,3,1,7,2,0,15,1,0,1,0,0
196,204,2,8.2,2,0,0,0,0,0,0,0,0,1,67,0,8,0,1,163,2,1,1,2,0,15,1,0,1,0,0
197,205,2,8.3,2,0,0,0,0,0,0,0,0,1,68,0,8,0,1,34,3,1,7,2,0,15,1,0,1,0,0
198,206,2,8.4,2,1,0,1,0,0,0,0,0,6,69,0,17,0,1,163,2,1,1,2,0,15,1,1,0,0,2
199,207,2,8.5,2,2,0,0,0,0,0,0,0,1,75,0,8,0,1,163,2,1,1,2,0,15,1,0,1,0,4
200,208,2,8.6,4,0,0,0,0,0,0,0,0,1,76,0,0,0,1,34,3,1,7,2,0,15,1,0,1,0,0
201,209,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,126,2,0,6,254,1,8,3,0,1,0,0
202,210,1,0.2,1,2,0,0,0,0,0,0,0,0,0,0,12,2,1,126,2,0,6,254,1,8,3,0,1,0,2
203,211,1,0.3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,126,2,0,6,254,1,8,3,0,1,0,4
204,212,1,0.4,1,4,0,0,0,0,0,0,0,0,0,0,11,2,1,126,2,0,6,254,1,8,3,0,1,0,4
205,213,1,0.5,2,4,1,0,0,0,0,0,0,4,0,0,1,2,1,126,2,0,6,254,1,8,3,1,0,0,8
206,214,1,0.6,4,5,0,0,0,0,0,0,0,0,4,0,0,2,1,126,2,0,6,254,1,8,3,0,1,0,20
207,215,1,9.1,2,2,0,0,0,0,0,0,0,0,50,3,3,2,1,80,2,1,7,165,1,15,0,0,1,0,4
208,216,1,9.2,1,2,0,0,0,0,0,0,0,0,50,3,12,2,1,80,2,1,7,165,1,15,0,0,1,0,2
209,217,1,9.3,1,2,0,0,0,0,0,0,0,0,50,3,8,2,1,80,2,1,7,165,1,15,0,0,1,0,2
210,218,1,9.4,1,2,0,0,0,0,0,0,0,0,50,3,4,2,1,80,2,1,7,165,1,15,0,0,1,0,2
211,219,1,9.5,4,2,0,0,0,0,0,0,0,0,50,3,8,2,1,80,2,1,7,165,1,15,0,0,1,0,8
212,220,1,9.6,4,4,0,0,0,0,0,0,0,1,50,3,4,2,1,80,2,1,7,165,1,15,0,0,1,0,16
213,221,1,10.1,1,0,0,0,0,0,0,0,0,1,51,3,8,2,1,80,2,1,7,233,1,18,0,0,1,0,0
214,222,1,10.2,2,0,0,0,1,0,0,0,0,0,52,3,8,2,1,293,2,1,7,233,1,18,0,0,1,0,0
