strike_rate,boundary_rate,dot_ball_pct,dismissal_ratio,consistency_index,pressure_index_batsman,avg_runs_powerplay,avg_runs_middle,avg_runs_death,remaining_overs,oversActual,inningNumber
78.37837837837837,0.02702702702702703,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,19.833333333333332,0.1,1
78.37837837837837,0.02702702702702703,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,19.666666666666668,0.2,1
78.37837837837837,0.02702702702702703,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,19.5,0.3,1
78.37837837837837,0.02702702702702703,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,19.333333333333332,0.4,1
78.37837837837837,0.02702702702702703,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,19.166666666666668,0.5,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,19.0,0.6,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,10.833333333333334,9.1,1
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,10.666666666666666,9.2,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,10.499999999999998,9.3,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,10.333333333333334,9.4,1
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,10.166666666666666,9.5,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,10.0,9.6,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,9.833333333333334,10.1,1
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,9.666666666666668,10.2,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,9.499999999999998,10.3,1
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,9.333333333333334,10.4,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,9.166666666666666,10.5,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,9.0,10.6,1
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,8.833333333333334,11.1,1
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,8.666666666666666,11.2,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,8.5,11.3,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,8.333333333333334,11.4,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,8.166666666666666,11.5,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,8.0,11.6,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,7.833333333333333,12.1,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,7.666666666666667,12.2,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,7.5,12.3,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,7.333333333333333,12.4,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,7.166666666666667,12.5,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,7.0,12.6,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,6.833333333333333,13.1,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,6.666666666666667,13.2,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,6.5,13.3,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,6.333333333333333,13.4,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,6.166666666666667,13.5,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,6.0,13.6,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,5.833333333333333,14.1,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,5.666666666666667,14.2,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,5.5,14.3,1
94.64285714285714,0.07142857142857142,0.0,0.08928571428571429,0.0,0.0,0.0,0.0,0.0,5.333333333333333,14.4,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,5.166666666666667,14.5,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,5.0,14.6,1
94.64285714285714,0.07142857142857142,0.0,0.08928571428571429,0.0,0.0,0.0,0.0,0.0,4.833333333333333,15.1,1
66.66666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,4.666666666666667,15.2,1
95.41284403669725,0.11009174311926606,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,4.5,15.3,1
124.10714285714286,0.10714285714285714,0.0,0.044642857142857144,0.0,0.0,0.0,0.0,0.0,4.333333333333333,15.4,1
124.10714285714286,0.10714285714285714,0.0,0.044642857142857144,0.0,0.0,0.0,0.0,0.0,4.166666666666667,15.5,1
66.66666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,3.833333333333331,16.1,1
66.66666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,16.2,1
100.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,3.5,16.3,1
100.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,3.3333333333333357,16.4,1
66.66666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,16.5,1
66.66666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.999999999999998,16.6,1
112.5,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,2.833333333333331,17.1,1
100.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,17.2,1
112.5,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,2.5,17.3,1
58.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333357,17.4,1
58.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,17.5,1
58.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,17.5,1
58.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999976,17.6,1
112.5,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.833333333333331,18.1,1
112.5,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,18.2,1
58.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,18.3,1
112.5,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.3333333333333357,18.4,1
58.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,18.5,1
58.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999977,18.6,1
68.57142857142857,0.05714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,18.833333333333332,1.1,1
68.57142857142857,0.05714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,18.666666666666668,1.2,1
68.57142857142857,0.05714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,18.5,1.3,1
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,18.333333333333332,1.4,1
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,18.166666666666668,1.5,1
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,18.0,1.6,1
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,17.833333333333332,2.1,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,17.666666666666668,2.2,1
118.88888888888889,0.15555555555555556,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,17.5,2.3,1
