strike_rate,boundary_rate,dot_ball_pct,dismissal_ratio,consistency_index,pressure_index_batsman,avg_runs_powerplay,avg_runs_middle,avg_runs_death,remaining_overs,inningNumber,oversActual,Bowler_Bowling_Style_encoded
74.35897435897436,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,12.666666666666666,1,7.2,11
74.35897435897436,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,12.5,1,7.3,11
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,12.333333333333334,1,7.4,11
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,12.166666666666666,1,7.5,11
109.61538461538463,0.09615384615384616,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,12.0,1,7.6,11
113.5,0.14,0.0,0.055,0.0,0.0,0.0,0.0,0.0,10.833333333333334,1,9.1,11
121.42857142857142,0.15,0.0,0.06428571428571428,0.0,0.0,0.0,0.0,0.0,10.666666666666666,1,9.2,11
102.8169014084507,0.08450704225352113,0.0,0.09859154929577464,0.0,0.0,0.0,0.0,0.0,10.499999999999998,1,9.3,11
113.5,0.14,0.0,0.055,0.0,0.0,0.0,0.0,0.0,10.333333333333334,1,9.4,11
102.8169014084507,0.08450704225352113,0.0,0.09859154929577464,0.0,0.0,0.0,0.0,0.0,10.166666666666666,1,9.5,11
113.5,0.14,0.0,0.055,0.0,0.0,0.0,0.0,0.0,10.0,1,9.6,11
150.79365079365078,0.1746031746031746,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,6.833333333333333,1,13.1,11
150.79365079365078,0.1746031746031746,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,6.666666666666667,1,13.2,11
150.79365079365078,0.1746031746031746,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,6.666666666666667,1,13.2,11
102.8169014084507,0.08450704225352113,0.0,0.09859154929577464,0.0,0.0,0.0,0.0,0.0,6.5,1,13.3,11
150.79365079365078,0.1746031746031746,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,6.333333333333333,1,13.4,11
150.79365079365078,0.1746031746031746,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,6.166666666666667,1,13.5,11
102.8169014084507,0.08450704225352113,0.0,0.09859154929577464,0.0,0.0,0.0,0.0,0.0,6.0,1,13.6,11
102.8169014084507,0.08450704225352113,0.0,0.09859154929577464,0.0,0.0,0.0,0.0,0.0,4.833333333333333,1,15.1,11
102.8169014084507,0.08450704225352113,0.0,0.09859154929577464,0.0,0.0,0.0,0.0,0.0,4.666666666666667,1,15.2,11
102.8169014084507,0.08450704225352113,0.0,0.09859154929577464,0.0,0.0,0.0,0.0,0.0,4.5,1,15.3,11
102.8169014084507,0.08450704225352113,0.0,0.09859154929577464,0.0,0.0,0.0,0.0,0.0,4.5,1,15.3,11
154.7008547008547,0.2222222222222222,0.0,0.05982905982905983,0.0,0.0,0.0,0.0,0.0,4.333333333333333,1,15.4,11
150.79365079365078,0.1746031746031746,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,4.166666666666667,1,15.5,11
154.7008547008547,0.2222222222222222,0.0,0.05982905982905983,0.0,0.0,0.0,0.0,0.0,4.0,1,15.6,11
121.42857142857142,0.15,0.0,0.06428571428571428,0.0,0.0,0.0,0.0,0.0,12.833333333333334,1,7.1,11
121.42857142857142,0.15,0.0,0.06428571428571428,0.0,0.0,0.0,0.0,0.0,12.666666666666666,1,7.2,11
121.42857142857142,0.15,0.0,0.06428571428571428,0.0,0.0,0.0,0.0,0.0,12.5,1,7.3,11
121.42857142857142,0.15,0.0,0.06428571428571428,0.0,0.0,0.0,0.0,0.0,12.333333333333334,1,7.4,11
